edge_id,u,v,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component
EDGE_6855_50318,6855,50318,12.975228,77.557,,30.0,0.12,0.11111111,0.011661808,0.0,0.24271844,0.48812893,0.06949854,0.21899942,0.76886934,0.027436296,0.11419215,0.52989477,0.19027779,0.8125247,0.70831484,0.10778564,0.24361631,0.20322417,0.45605418,0.013961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3379441807131668,-1.2394585999770108e-06
EDGE_6856_50319,6856,50319,12.975287,77.556564,,30.0,0.12,0.18518518,0.008746356,0.0,0.24271844,0.46805558,0.06862391,0.21864957,0.6541487,0.026124341,0.13842411,0.5346813,0.2487963,0.74144065,0.6634372,0.12042944,0.26140597,0.15773119,0.4388774,0.013961606,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.281121020751363,-1.2394585999770108e-06
EDGE_6857_50320,6857,50320,12.975363,77.55723,,30.0,0.08,0.14814815,0.011661808,0.0,0.23300971,0.49923646,0.047498543,0.21179941,0.7776248,0.021436295,0.11846301,0.5124533,0.23953703,0.75051874,0.7063806,0.20978494,0.24087557,0.17925909,0.44646814,0.013961606,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32958778410304024,-1.2394585999770108e-06
EDGE_6858_50321,6858,50321,12.974856,77.55684,,30.0,0.12,0.11111111,0.008746356,0.0,0.21359223,0.4792867,0.06862391,0.21864957,0.83903915,0.026124341,0.105327316,0.50884384,0.19027779,0.7833758,0.72519463,0.1,0.24288744,0.20593368,0.4581584,0.013961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.35534387325879896,-1.2394585999770108e-06
EDGE_6859_50322,6859,50322,12.975228,77.55776,,30.0,0.0,0.0,0.011661808,0.0,0.2038835,0.5220819,0.0034985424,0.19739942,0.7260606,0.009959855,0.13085061,0.5871818,0.1625,0.8224868,0.7111865,0.13827239,0.17983852,0.13557822,0.42899582,0.015706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32995438212120554,-1.2394585999770108e-06
EDGE_50323_50324,50323,50324,12.974711,77.557655,,30.0,0.0,0.0,0.011661808,0.0,0.2038835,0.51603585,0.0034985424,0.19739942,0.8033592,0.009959855,0.15809566,0.56399226,0.1625,0.82432866,0.7346524,0.13413559,0.17983852,0.13729294,0.4296817,0.015706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3577273584651362,-1.2394585999770108e-06
EDGE_6861_50325,6861,50325,12.974298,77.55746,,30.0,0.0,0.0,0.011661808,0.0,0.17475729,0.5072379,0.0034985424,0.19739942,0.7352033,0.009436295,0.16140577,0.584439,0.1625,0.7814612,0.70777553,0.1,0.17983852,0.060533572,0.39897794,0.013961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3182368768708323,-1.2394585999770108e-06
EDGE_6862_50326,6862,50326,12.975209,77.55789,,30.0,0.0,0.0,0.011661808,0.0,0.2038835,0.52755284,0.0034985424,0.19739942,0.69377995,0.009959855,0.13795605,0.596866,0.1625,0.8555552,0.7064626,0.15295285,0.17983852,0.15861832,0.43821186,0.015706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32924616175260857,-1.2394585999770108e-06
EDGE_6863_50327,6863,50327,12.975177,77.5581,,30.0,0.0,0.074074075,0.011661808,0.0,0.19417475,0.53611577,0.0034985424,0.19739942,0.7424995,0.009959855,0.14464553,0.55262053,0.22101852,0.7869832,0.71079266,0.17763032,0.19835705,0.21837525,0.46211463,0.015706806,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.33975455892901046,-1.2394585999770108e-06
EDGE_6864_50328,6864,50328,12.975346,77.55844,,30.0,0.0,0.0,0.011661808,0.0,0.19417475,0.5508769,0.0034985424,0.19739942,0.73266864,0.010483416,0.100288816,0.5851994,0.1625,0.8819925,0.72209483,0.1,0.17983852,0.14707343,0.4335939,0.017452007,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3451751993621847,-1.2394585999770108e-06
EDGE_6865_50329,6865,50329,12.974638,77.55784,,30.0,0.0,0.0,0.011661808,0.0,0.19417475,0.5239007,0.0034985424,0.19739942,0.7646123,0.009959855,0.11212378,0.5756163,0.1625,0.79795694,0.7190726,0.13270637,0.17983852,0.108382426,0.4181175,0.015706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.33383498773621495,-1.2394585999770108e-06
EDGE_6866_50330,6866,50330,12.974646,77.55883,,30.0,0.0,0.0,0.008746356,0.0,0.13592233,0.5647266,0.0026239066,0.19704956,0.7478922,0.008647902,0.13405554,0.5806323,0.1625,0.8070815,0.7156264,0.18679954,0.17910966,0.19422781,0.45347604,0.015706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,8th B Cross magadi road,residential,residential,Residential Hub,0.34555552931009065,-1.2394585999770108e-06
EDGE_6867_50331,6867,50331,12.974244,77.558556,,30.0,0.0,0.0,0.008746356,0.0,0.13592233,0.5538652,0.0026239066,0.19704956,0.7200562,0.0076007815,0.12738939,0.5889832,0.1625,0.86555046,0.7160459,0.14740999,0.17910966,0.078138895,0.40704048,0.012216405,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3336491087922224,-1.2394585999770108e-06
EDGE_6868_50332,6868,50332,12.974032,77.55838,,30.0,0.0,0.0,0.008746356,0.0,0.13592233,0.5470978,0.0026239066,0.19704956,0.7813085,0.0076007815,0.13832189,0.5706074,0.1625,0.8012089,0.72477037,0.12598999,0.17910966,0.11943555,0.42355916,0.012216405,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3462368906297509,-1.2394585999770108e-06
EDGE_6869_50333,6869,50333,12.973442,77.557785,,30.0,0.0,0.074074075,0.005830904,0.0,0.1553398,0.5245542,0.0017492712,0.19669971,0.80694175,0.005765268,0.1632579,0.5332878,0.22101852,0.7775472,0.72911227,0.20402838,0.19689932,0.11635051,0.42334554,0.010471204,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.34969254002131167,-1.2394585999770108e-06
EDGE_6870_50334,6870,50334,12.973043,77.55694,,30.0,0.04,0.11111111,0.011661808,0.0,0.1553398,0.4903526,0.025498543,0.20459941,0.7859777,0.014389175,0.11652217,0.5247622,0.23027778,0.76234233,0.7154,0.20209378,0.21961631,0.19442724,0.45253542,0.010471204,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3397714744985462,-1.2394585999770108e-06
EDGE_6871_50335,6871,50335,12.9737,77.55653,,30.0,0.12,0.11111111,0.008746356,0.0,0.16504854,0.46651053,0.06862391,0.21864957,0.7671234,0.026124341,0.07559967,0.5304185,0.19027779,0.8556446,0.7144602,0.22298716,0.24288744,0.16137423,0.44033462,0.013961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.33865715958908194,-1.2394585999770108e-06
EDGE_6872_50336,6872,50336,12.974187,77.556435,,30.0,0.12,0.11111111,0.008746356,0.0,0.19417475,0.45975122,0.06862391,0.21864957,0.7569015,0.025600782,0.09326983,0.5334851,0.19027779,0.80811286,0.70426387,0.1,0.24288744,0.120514885,0.42399088,0.012216405,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32153482838921854,-1.2394585999770108e-06
EDGE_6873_50337,6873,50337,12.973121,77.55859,,30.0,0.0,0.074074075,0.005830904,0.0,0.13592233,0.55961716,0.0017492712,0.19669971,0.78342044,0.0047181477,0.12625134,0.54034424,0.22101852,0.7772571,0.72201234,0.1,0.19689932,0.12440417,0.42656702,0.006980803,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3429813057055007,-1.2394585999770108e-06
EDGE_6874_50338,6874,50338,12.975994,77.55836,,30.0,0.0,0.0,0.011661808,0.0,0.21359223,0.5512093,0.0034985424,0.19739942,0.7379825,0.011006976,0.10881976,0.58360523,0.1625,0.844053,0.717998,0.1,0.17983852,0.15853849,0.4381799,0.019197207,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3409481695590941,-1.2394585999770108e-06
EDGE_6875_50339,6875,50339,12.976044,77.55816,,30.0,0.0,0.0,0.011661808,0.0,0.22330096,0.5435992,0.0034985424,0.19739942,0.7936563,0.010483416,0.0831595,0.5669031,0.1625,0.8116091,0.7298336,0.12860392,0.17983852,0.16002086,0.43877286,0.017452007,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3506583997016991,-1.2394585999770108e-06
EDGE_6876_50340,6876,50340,12.975887,77.55618,,30.0,0.16,0.14814815,0.008746356,0.0,0.30097088,0.45470893,0.09062391,0.22584957,0.7087451,0.03212434,0.11871794,0.5331172,0.19953704,0.78513646,0.6816305,0.1,0.26414672,0.1574471,0.43876377,0.013961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.30194310852261785,-1.2394585999770108e-06
EDGE_6877_50341,6877,50341,12.952508,77.56854,,30.0,0.08,0.14814815,0.09620991,0.0,0.74757284,0.11904067,0.072862975,0.2219452,0.69021344,0.09351435,0.09781707,0.53867674,0.23953703,0.72742194,0.67085886,0.15049693,0.2620126,0.11656079,0.391797,0.12739965,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.24180541140329997,-1.2394585999770108e-06
EDGE_6878_50342,6878,50342,12.952164,77.568375,,30.0,0.2,0.18518518,0.10787172,0.0,0.74757284,0.14687178,0.14236152,0.2449446,0.7845445,0.11937997,0.13757092,0.49556258,0.20879629,0.81061715,0.6966128,0.25865445,0.3101873,0.2038019,0.4226118,0.13612565,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.29572251019199436,-1.2394585999770108e-06
EDGE_6879_50343,6879,50343,12.951645,77.56994,,30.0,0.48,0.44444445,0.06413994,0.0,0.78640777,0.21740383,0.283242,0.2900968,0.7170703,0.13384727,0.165599,0.41210112,0.2736111,0.7470756,0.6366768,0.1,0.44806919,0.22982948,0.44832897,0.109947644,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2561262952648421,-1.2394585999770108e-06
EDGE_6880_50344,6880,50344,12.95428,77.56715,,30.0,0.32,0.2962963,0.18950437,0.0,0.69902915,0.118712425,0.23285131,0.2763405,0.7297774,0.18772723,0.1550191,0.46754825,0.23657407,0.73802686,0.6494415,0.18069302,0.39437324,0.22078155,0.40083224,0.18150087,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2507426271089709,-1.2394585999770108e-06
EDGE_6881_50345,6881,50345,12.951147,77.56917,,30.0,0.32,0.2962963,0.08746356,0.0,0.80582523,0.22925124,0.20223907,0.26409563,0.718485,0.1308141,0.092180185,0.470936,0.23657407,0.755658,0.6557392,0.16266194,0.36886305,0.2111192,0.4326816,0.14485165,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2589290518918143,-1.2394585999770108e-06
EDGE_6882_50346,6882,50346,12.95337,77.580246,,30.0,0.32,0.2962963,0.09037901,0.0,0.3592233,0.5094429,0.2031137,0.26444548,0.78385967,0.1499271,0.10134731,0.4513236,0.23657407,0.76815623,0.6770252,0.10559452,0.3695919,0.26891583,0.45477983,0.20418848,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3174736399870465,-1.2394585999770108e-06
EDGE_6883_50347,6883,50347,12.953518,77.58027,,30.0,0.32,0.2962963,0.093294464,0.0,0.36893204,0.502593,0.20398834,0.26479533,0.72810185,0.1480977,0.07382512,0.46805093,0.23657407,0.72181684,0.6531458,0.114824526,0.37032077,0.11507004,0.3922211,0.19371727,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.26985371349125226,-1.2394585999770108e-06
EDGE_6884_50348,6884,50348,12.95314,77.58037,,30.0,0.32,0.2962963,0.09037901,0.0,0.3398058,0.518876,0.2031137,0.26444548,0.8156039,0.15359202,0.1536044,0.4418003,0.23657407,0.7794086,0.6882363,0.18023191,0.3695919,0.118197516,0.3944925,0.21640489,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.31788893093545106,-1.2394585999770108e-06
EDGE_6885_50349,6885,50349,12.954528,77.58227,,30.0,0.36,0.33333334,0.072886296,0.0,0.3883495,0.45093617,0.21986589,0.26954636,0.7907243,0.14229621,0.12413663,0.43444937,0.24583334,0.72202486,0.66863185,0.14597872,0.38647798,0.08047843,0.3855273,0.18499127,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2856254831455331,-1.2394585999770108e-06
EDGE_6886_50350,6886,50350,12.952651,77.58216,,30.0,0.32,0.2962963,0.058309037,0.0,0.36893204,0.5378955,0.19349271,0.26059708,0.77057475,0.16115007,0.16796082,0.45530906,0.23657407,0.7126291,0.66692346,0.1,0.3615744,0.13819268,0.41371506,0.2897033,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2947260178903112,-1.2394585999770108e-06
EDGE_6887_50351,6887,50351,12.953325,77.58078,,30.0,0.32,0.2962963,0.08163265,0.0,0.32038835,0.5084666,0.20048979,0.2633959,0.8239752,0.1517504,0.13826118,0.4392889,0.23657407,0.7651656,0.68921477,0.17115909,0.36740533,0.08808264,0.3855078,0.22338569,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3135472451443669,-1.2394585999770108e-06
EDGE_6888_50352,6888,50352,12.953441,77.58081,,30.0,0.32,0.2962963,0.08454811,0.0,0.32038835,0.50307345,0.20136443,0.26374578,0.7226278,0.15253879,0.10663829,0.46969312,0.23657407,0.78155065,0.6610671,0.17925978,0.36813417,0.21622294,0.4357435,0.22164048,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.29466265879551773,-1.2394585999770108e-06
EDGE_6889_50353,6889,50353,12.954253,77.5755,,30.0,0.52,0.4814815,0.20408164,0.0,0.61165047,0.47035372,0.3472245,0.3140898,0.7652039,0.2216692,0.066743016,0.38284624,0.28287038,0.74405825,0.63626826,0.14503244,0.5043138,0.16117625,0.37188807,0.17277487,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.26362172256897926,-1.2394585999770108e-06
EDGE_6890_50354,6890,50354,12.950626,77.581924,,30.0,0.2,0.18518518,0.008746356,0.0,0.3883495,0.6164431,0.11262391,0.23304956,0.6684251,0.16273168,0.12919095,0.5303984,0.20879629,0.80501765,0.6677767,0.14020757,0.28540596,0.13372445,0.4292747,0.42931938,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.28935590952977697,-1.2394585999770108e-06
EDGE_6891_50355,6891,50355,12.953985,77.5728,,30.0,0.48,0.44444445,0.11953353,0.0,0.74757284,0.3233285,0.29986006,0.29674402,0.7388882,0.16715135,0.18318503,0.40555575,0.2736111,0.70591277,0.63322556,0.31865796,0.46191758,0.095735535,0.37530363,0.13787085,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2449300289505874,-1.2394585999770108e-06
EDGE_6892_50356,6892,50356,12.954967,77.57669,,30.0,0.76,0.7777778,0.13994169,0.0,0.5145631,0.5060976,0.4599825,0.349593,0.7073179,0.21100518,0.14560048,0.28169352,0.39694443,0.6584871,0.58205247,0.12723768,0.6343529,0.086270936,0.36437494,0.11343805,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.22005833970065836,-1.2394585999770108e-06
EDGE_6893_50357,6893,50357,12.95515,77.57652,,30.0,0.76,0.8518519,0.13702624,0.0,0.5145631,0.5042985,0.45910788,0.34924313,0.7963982,0.20550475,0.11616696,0.22533979,0.45546296,0.54642636,0.5921686,0.10684832,0.6521426,0.12411222,0.38053185,0.09947644,0.7,3,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2298985151273069,-1.2394585999770108e-06
EDGE_6894_50358,6894,50358,12.953267,77.57655,,30.0,0.48,0.5185185,0.2361516,0.0,0.5631068,0.51900494,0.33484548,0.3107382,0.8104235,0.23324205,0.14531322,0.35446554,0.33212963,0.6400559,0.63676095,0.12832281,0.5095906,0.2313151,0.38871914,0.18324608,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2757856735267457,-1.2394585999770108e-06
EDGE_50359_50360,50359,50360,12.950945,77.5802,,30.0,0.52,0.4814815,0.034985423,0.0,0.42718446,0.6076072,0.29649562,0.29379824,0.74914354,0.20264396,0.14195503,0.38766435,0.28287038,0.74614084,0.6434302,0.1,0.4620398,0.20753267,0.44961432,0.36300173,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.29161099064875706,-1.2394585999770108e-06
EDGE_6896_50361,6896,50361,12.951503,77.578316,,30.0,0.56,0.5185185,0.22157435,0.0,0.52427185,0.59981567,0.3744723,0.32338893,0.85142267,0.2894676,0.1580742,0.3421658,0.29212964,0.71655893,0.652062,0.34507972,0.52994627,0.18812983,0.37654707,0.35253054,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.29985036597612424,-1.2394585999770108e-06
EDGE_6897_50362,6897,50362,12.952226,77.5554,,30.0,0.0,0.0,0.002915452,0.0,0.34951457,0.63605106,0.0008746356,0.19634986,0.72621334,0.0034061943,0.094379336,0.58713603,0.1625,0.8984508,0.7232304,0.1,0.17765194,0.041457232,0.39440864,0.006980803,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.33774333128871437,-1.2394585999770108e-06
EDGE_50363_50364,50363,50364,12.954835,77.55525,,30.0,0.04,0.11111111,0.0,0.0,0.3592233,0.57374465,0.022,0.2032,0.71249974,0.008094241,0.13305026,0.5468056,0.23027778,0.81613654,0.7022304,0.1,0.21670085,0.14534643,0.43698472,0.006980803,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32439863140780417,-1.2394585999770108e-06
EDGE_6899_50365,6899,50365,12.954639,77.561356,,30.0,0.0,0.0,0.0787172,0.0,0.592233,0.4258992,0.023615161,0.20544606,0.7383797,0.050605986,0.07538126,0.5834861,0.1625,0.82558984,0.7107209,0.15964995,0.19660237,0.13784604,0.40643355,0.05061082,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.31063344452146857,-1.2394585999770108e-06
EDGE_50366_50367,50366,50367,12.953832,77.560585,,30.0,0.0,0.0,0.055393588,0.0,0.5631068,0.4755363,0.016618077,0.20264722,0.7752841,0.033304077,0.06383283,0.57241476,0.1625,0.80086756,0.71969324,0.12820114,0.19077148,0.11531013,0.40558246,0.027923211,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3209318040043411,-1.2394585999770108e-06
EDGE_6901_50368,6901,50368,12.953654,77.56074,,30.0,0.0,0.0,0.06122449,0.0,0.5825243,0.48172966,0.018367346,0.20334694,0.7978526,0.035927985,0.14105421,0.5656442,0.1625,0.82252765,0.72931045,0.1,0.1922292,0.15292628,0.4185881,0.027923211,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3421009289406499,-1.2394585999770108e-06
EDGE_6902_50369,6902,50369,12.953734,77.56092,,30.0,0.0,0.0,0.06413994,0.0,0.5825243,0.47574982,0.019241983,0.20369679,0.79172397,0.040381297,0.15744072,0.5674828,0.1625,0.76806235,0.7191009,0.1,0.19295806,0.105050296,0.3984173,0.038394414,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3242610612851995,-1.2394585999770108e-06
EDGE_6903_50370,6903,50370,12.95384,77.561104,,30.0,0.0,0.0,0.0670554,0.0,0.5825243,0.46863163,0.020116618,0.20404665,0.7464383,0.044834614,0.120125726,0.5810685,0.1625,0.83856165,0.7158889,0.1,0.19368693,0.12323044,0.40466896,0.04886562,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3215665665579667,-1.2394585999770108e-06
EDGE_6904_50371,6904,50371,12.955177,77.562164,,30.0,0.0,0.074074075,0.11953353,0.0,0.592233,0.38979828,0.035860058,0.21034402,0.80492675,0.08206234,0.117344044,0.53389233,0.22101852,0.80845046,0.72529775,0.1,0.22532497,0.106774434,0.3797192,0.09424084,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.32227913967438687,-1.2394585999770108e-06
EDGE_6905_50372,6905,50372,12.953356,77.56284,,30.0,0.0,0.0,0.09912536,0.0,0.6699029,0.4005928,0.029737609,0.20789504,0.73923457,0.06397814,0.13049513,0.5832296,0.1625,0.8382335,0.7114658,0.20603608,0.20170441,0.118228495,0.39144367,0.06457242,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.310031071406705,-1.2394585999770108e-06
EDGE_50373_50374,50373,50374,12.953095,77.562904,,30.0,0.0,0.074074075,0.10495627,0.0,0.6699029,0.39901045,0.03148688,0.20859475,0.8763619,0.06660205,0.15465917,0.5124618,0.22101852,0.79334915,0.745469,0.19947919,0.22168066,0.0,0.34211147,0.06457242,0.7,2,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.334513762227065,-1.2394585999770108e-06
EDGE_6907_50375,6907,50375,12.954913,77.56495,,30.0,0.16,0.14814815,0.17784257,0.0,0.70873785,0.28357747,0.14135277,0.2461411,0.80296767,0.14591397,0.14689031,0.50485045,0.19953704,0.82362753,0.7040033,0.12900098,0.30642074,0.15385957,0.3781451,0.13961606,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3070149318615175,-1.2394585999770108e-06
EDGE_6908_50376,6908,50376,12.954563,77.56582,,30.0,0.16,0.14814815,0.21574344,0.0,0.69902915,0.22039886,0.15272303,0.2506892,0.6794017,0.16611072,0.12985674,0.54192024,0.19953704,0.845282,0.66756654,0.18237326,0.31589597,0.1814245,0.37590575,0.15008727,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.26479667225628867,-1.2394585999770108e-06
EDGE_6909_50377,6909,50377,12.954244,77.56573,,30.0,0.16,0.14814815,0.18075801,0.0,0.6893204,0.2221638,0.14222741,0.24649096,0.7405159,0.14670236,0.14063402,0.523586,0.19953704,0.80543226,0.6823373,0.20219602,0.30714962,0.10993934,0.3595566,0.13787085,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.2731806121601371,-1.2394585999770108e-06
EDGE_6910_50378,6910,50378,12.953635,77.56685,,30.0,0.16,0.14814815,0.15451895,0.0,0.6796116,0.1385468,0.13435568,0.24334228,0.7297608,0.14065395,0.14463945,0.5268125,0.19953704,0.7939284,0.6791957,0.11201394,0.30058986,0.20606662,0.40719116,0.15706806,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.27433450118611,-1.2394585999770108e-06
EDGE_6911_50379,6911,50379,12.953406,77.56475,,30.0,0.0,0.0,0.13702624,0.0,0.6893204,0.2881697,0.04110787,0.21244314,0.8447735,0.09359898,0.087808274,0.551568,0.1625,0.8203765,0.7378337,0.1,0.21117964,0.10661739,0.37353393,0.10645724,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.3251989258125519,-1.2394585999770108e-06
EDGE_6912_50380,6912,50380,12.953508,77.56461,,30.0,0.0,0.0,0.1341108,0.0,0.69902915,0.2961531,0.040233236,0.2120933,0.72270614,0.09228703,0.13610996,0.5881882,0.1625,0.88557684,0.71119475,0.1,0.21045077,0.08902377,0.36751688,0.10645724,0.7,1,Cottonpet,Cottonpet,Cottonpet,2nd Cross Road,residential,residential,Residential Hub,0.29961805735736563,-1.2394585999770108e-06
EDGE_6913_50381,6913,50381,12.953303,77.565094,,20.0,0.08,0.074074075,0.14868805,0.0,0.6699029,0.26702315,0.08860642,0.20724256,0.6699417,0.11503527,0.08137341,0.5533879,0.15651852,0.8257428,0.67010444,0.18794325,0.2566136,0.20261285,0.40785047,0.12041885,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,living_street,Residential Hub,0.278600673724907,-1.2394585999770108e-06
EDGE_6914_50382,6914,50382,12.951256,77.56413,,30.0,0.0,0.0,0.13119534,0.0,0.6796116,0.36994717,0.0393586,0.21174344,0.8006992,0.08364523,0.15230761,0.56479025,0.1625,0.8930608,0.7359164,0.13849954,0.20972191,0.12367167,0.38239646,0.08202443,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.33834480980943715,-1.2394585999770108e-06
EDGE_6915_50383,6915,50383,12.950658,77.56344,,20.0,0.0,0.0,0.09620991,0.0,0.6699029,0.41997352,0.028862974,0.1865452,0.64503247,0.06580755,0.14542644,0.5904903,0.138,0.8520991,0.6796861,0.15307833,0.20097555,0.1617517,0.40987337,0.07504363,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,living_street,Residential Hub,0.29619472893178256,-1.2394585999770108e-06
EDGE_6916_50384,6916,50384,12.950785,77.56541,,30.0,0.16,0.14814815,0.17784257,0.0,0.70873785,0.32906514,0.14135277,0.2461411,0.7460459,0.14329617,0.12183693,0.521927,0.19953704,0.77538395,0.67969024,0.19322284,0.30642074,0.07692196,0.34737003,0.13089006,0.7,1,Cottonpet,Cottonpet,Cottonpet,Unnamed Road,residential,residential,Residential Hub,0.27150204591427207,-1.2394585999770108e-06
EDGE_6917_50385,6917,50385,12.951505,77.57685,,50.0,0.56,0.5925926,0.212828,0.041666668,0.61165047,0.54519296,0.3718484,0.47633937,0.74490106,0.24414869,0.15451136,0.41949266,0.43814814,0.56922364,0.5878087,0.116774425,0.54627824,0.13393472,0.35793024,0.20069808,0.70416665,2,Cottonpet,Cottonpet,Cottonpet,Vasavi Temple Road,secondary,secondary,Residential Hub,0.17926945857955146,-1.2394585999770108e-06
