intersection_node,from_edge,to_edge,bearing_in,bearing_out,turn_angle,turn_type,turn_penalty
10655,EDGE_10774_54564,EDGE_10655_54439,44.43,44.25,-0.18,Straight,0.0
10239,EDGE_10791_54581,EDGE_10239_53987,44.17,44.25,0.08,Straight,0.0
10377,EDGE_10859_54653,EDGE_10377_54140,44.39,44.25,-0.14,Straight,0.0
11316,EDGE_10922_54722,EDGE_11316_55143,44.41,44.26,-0.15,Straight,0.0
11438,EDGE_11002_54807,EDGE_11438_55279,44.67,44.26,-0.41,Straight,0.0
10933,EDGE_54845_54846,EDGE_10933_54733,44.14,44.26,0.12,Straight,0.0
11067,EDGE_11247_55071,EDGE_11067_54877,43.78,44.26,0.48,Straight,0.0
11439,EDGE_11521_55365,EDGE_11439_55280,43.99,44.26,0.27,Straight,0.0
11707,EDGE_11692_55547,EDGE_11707_55562,43.87,44.26,0.39,Straight,0.0
11881,EDGE_11866_55733,EDGE_11881_55749,43.99,44.26,0.27,Straight,0.0
11998,EDGE_11996_55873,EDGE_11998_55875,43.98,44.26,0.28,Straight,0.0
12123,EDGE_12375_56275,EDGE_12123_56003,44.62,44.26,-0.36,Straight,0.0
12123,EDGE_12377_56277,EDGE_12123_56003,43.76,44.26,0.5,Straight,0.0
33153,EDGE_12477_56387,EDGE_33153_78680,44.08,44.26,0.18,Straight,0.0
10917,EDGE_12511_56425,EDGE_10917_54717,43.84,44.26,0.42,Straight,0.0
11140,EDGE_12518_56432,EDGE_11140_54959,44.8,44.26,-0.54,Straight,0.0
11427,EDGE_12537_56453,EDGE_11427_55266,44.3,44.26,-0.04,Straight,0.0
11155,EDGE_12551_56468,EDGE_11155_54974,44.0,44.26,0.26,Straight,0.0
11118,EDGE_12584_56503,EDGE_11118_54935,44.09,44.26,0.17,Straight,0.0
11278,EDGE_12661_56587,EDGE_11278_55104,44.2,44.26,0.06,Straight,0.0
11557,EDGE_12693_56623,EDGE_11557_55402,43.98,44.26,0.28,Straight,0.0
11345,EDGE_56638_56639,EDGE_11345_55176,43.9,44.26,0.36,Straight,0.0
35365,EDGE_12783_56718,EDGE_35365_81080,44.3,44.25,-0.05,Straight,0.0
35395,EDGE_56760_56761,EDGE_35395_81111,44.63,44.25,-0.38,Straight,0.0
13483,EDGE_12840_56778,EDGE_13483_57475,44.25,44.25,0.0,Straight,0.0
14106,EDGE_12950_56898,EDGE_14106_58149,44.08,44.25,0.17,Straight,0.0
35326,EDGE_13036_56997,EDGE_35326_81038,43.75,44.25,0.5,Straight,0.0
13463,EDGE_13103_57070,EDGE_13463_57455,43.92,44.25,0.33,Straight,0.0
13469,EDGE_13113_57081,EDGE_13469_57461,44.43,44.25,-0.18,Straight,0.0
13002,EDGE_13124_57095,EDGE_13002_56959,44.06,44.25,0.19,Straight,0.0
13428,EDGE_13160_57132,EDGE_13428_57417,44.64,44.25,-0.39,Straight,0.0
13424,EDGE_13164_57136,EDGE_13424_57413,44.51,44.25,-0.26,Straight,0.0
35349,EDGE_13165_57137,EDGE_35349_81061,43.94,44.25,0.31,Straight,0.0
35332,EDGE_13167_57140,EDGE_35332_81044,44.15,44.25,0.1,Straight,0.0
35507,EDGE_13171_57144,EDGE_35507_81230,44.59,44.25,-0.34,Straight,0.0
35339,EDGE_13180_57153,EDGE_35339_81051,44.11,44.25,0.14,Straight,0.0
35342,EDGE_13182_57155,EDGE_35342_81054,44.61,44.25,-0.36,Straight,0.0
13770,EDGE_57164_57165,EDGE_13770_57789,44.74,44.25,-0.49,Straight,0.0
13519,EDGE_13223_57199,EDGE_57514_57515,43.76,44.25,0.49,Straight,0.0
14402,EDGE_13384_57371,EDGE_14402_58464,44.28,44.25,-0.03,Straight,0.0
13751,EDGE_13415_57404,EDGE_57768_57769,44.13,44.25,0.12,Straight,0.0
13602,EDGE_13426_57415,EDGE_13602_57604,44.67,44.25,-0.42,Straight,0.0
13556,EDGE_57566_57567,EDGE_13556_57554,43.74,44.25,0.51,Straight,0.0
35317,EDGE_13573_57573,EDGE_35317_81029,44.03,44.25,0.22,Straight,0.0
35310,EDGE_13655_57660,EDGE_35310_81022,44.63,44.25,-0.38,Straight,0.0
14243,EDGE_13656_57661,EDGE_14243_58297,44.61,44.25,-0.36,Straight,0.0
13170,EDGE_13669_57676,EDGE_13170_57143,44.67,44.25,-0.42,Straight,0.0
12984,EDGE_57684_57685,EDGE_12984_56938,44.06,44.25,0.19,Straight,0.0
13462,EDGE_13698_57711,EDGE_13462_57454,43.83,44.25,0.42,Straight,0.0
13146,EDGE_13780_57799,EDGE_13146_57118,44.28,44.25,-0.03,Straight,0.0
13573,EDGE_13796_57816,EDGE_13573_57573,43.96,44.03,0.07,Straight,0.0
14233,EDGE_57823_57824,EDGE_14233_58287,44.07,44.25,0.18,Straight,0.0
12927,EDGE_13813_57834,EDGE_12927_56873,44.68,44.25,-0.43,Straight,0.0
14113,EDGE_14327_58384,EDGE_14113_58157,43.8,44.25,0.45,Straight,0.0
14355,EDGE_14335_58392,EDGE_14355_58414,44.3,44.25,-0.05,Straight,0.0
19248,EDGE_14583_58659,EDGE_19248_63695,43.92,44.26,0.34,Straight,0.0
14568,EDGE_14586_58662,EDGE_14568_58643,44.08,44.27,0.19,Straight,0.0
14658,EDGE_14699_58783,EDGE_14658_58741,43.89,44.27,0.38,Straight,0.0
14446,EDGE_14791_58880,EDGE_14446_58509,44.49,44.27,-0.22,Straight,0.0
14830,EDGE_14853_58947,EDGE_14830_58922,43.77,44.27,0.5,Straight,0.0
14813,EDGE_14880_58974,EDGE_14813_58903,44.51,44.27,-0.24,Straight,0.0
14816,EDGE_14935_59034,EDGE_14816_58906,44.52,44.27,-0.25,Straight,0.0
14498,EDGE_15005_59114,EDGE_14498_58567,44.33,44.27,-0.06,Straight,0.0
14681,EDGE_15012_59123,EDGE_14681_58764,44.77,44.27,-0.5,Straight,0.0
14918,EDGE_15064_59180,EDGE_14918_59016,43.76,44.27,0.51,Straight,0.0
14682,EDGE_15147_59272,EDGE_14682_58765,44.39,44.27,-0.12,Straight,0.0
16486,EDGE_59343_59344,EDGE_16486_60714,44.5,44.26,-0.24,Straight,0.0
17349,EDGE_15218_59350,EDGE_17349_61646,43.71,44.26,0.55,Straight,0.0
17561,EDGE_15222_59354,EDGE_17561_61876,44.54,44.26,-0.28,Straight,0.0
17685,EDGE_15224_59356,EDGE_17685_62010,44.11,44.26,0.15,Straight,0.0
18272,EDGE_15252_59386,EDGE_18272_62648,44.4,44.26,-0.14,Straight,0.0
17035,EDGE_15281_59418,EDGE_17035_61309,44.43,44.26,-0.17,Straight,0.0
15182,EDGE_15295_59433,EDGE_15182_59311,44.69,44.26,-0.43,Straight,0.0
15469,EDGE_15307_59445,EDGE_15469_59618,44.71,44.26,-0.45,Straight,0.0
17629,EDGE_59471_59472,EDGE_17629_61951,44.23,44.26,0.03,Straight,0.0
17327,EDGE_15337_59477,EDGE_17327_61622,44.42,44.26,-0.16,Straight,0.0
18022,EDGE_15355_59495,EDGE_18022_62374,44.13,44.26,0.13,Straight,0.0
19245,EDGE_15360_59500,EDGE_19245_63692,44.62,44.26,-0.36,Straight,0.0
18203,EDGE_15403_59545,EDGE_18203_62571,43.88,44.26,0.38,Straight,0.0
18232,EDGE_15419_59565,EDGE_62601_62602,44.03,44.26,0.23,Straight,0.0
17339,EDGE_15420_59566,EDGE_17339_61635,44.1,44.26,0.16,Straight,0.0
16702,EDGE_15427_59573,EDGE_16702_60947,44.32,43.71,-0.61,Straight,0.0
17266,EDGE_15440_59587,EDGE_17266_61556,43.81,44.26,0.45,Straight,0.0
15400,EDGE_15441_59588,EDGE_15400_59542,43.85,44.26,0.41,Straight,0.0
19051,EDGE_15488_59637,EDGE_19051_63483,43.84,44.26,0.42,Straight,0.0
17198,EDGE_15540_59691,EDGE_17198_61482,44.33,44.26,-0.07,Straight,0.0
15445,EDGE_15581_59736,EDGE_15445_59592,44.28,44.26,-0.02,Straight,0.0
15487,EDGE_15585_15487,EDGE_15487_59636,44.3,44.26,-0.04,Straight,0.0
17301,EDGE_15596_59751,EDGE_17301_61595,44.71,44.26,-0.45,Straight,0.0
15455,EDGE_15605_59761,EDGE_15455_59603,44.14,44.26,0.12,Straight,0.0
15451,EDGE_15610_59766,EDGE_15451_59599,44.29,44.26,-0.03,Straight,0.0
15890,EDGE_15661_59819,EDGE_15890_60069,44.01,44.26,0.25,Straight,0.0
16464,EDGE_15701_59863,EDGE_16464_60690,44.62,44.26,-0.36,Straight,0.0
28404,EDGE_15715_59878,EDGE_28404_73577,44.75,44.26,-0.49,Straight,0.0
16712,EDGE_15720_59883,EDGE_16712_60959,44.45,44.26,-0.19,Straight,0.0
16972,EDGE_15723_59887,EDGE_16972_61238,44.57,44.26,-0.31,Straight,0.0
18068,EDGE_15730_59894,EDGE_18068_62422,44.13,44.26,0.13,Straight,0.0
18127,EDGE_59904_59905,EDGE_18127_62485,44.7,44.26,-0.44,Straight,0.0
16066,EDGE_15765_59935,EDGE_16066_60261,44.55,44.26,-0.29,Straight,0.0
17261,EDGE_15768_59939,EDGE_17261_61551,44.31,44.26,-0.05,Straight,0.0
15232,EDGE_15773_59944,EDGE_15232_59364,44.31,44.26,-0.05,Straight,0.0
16514,EDGE_15803_59977,EDGE_16514_60742,44.58,44.26,-0.32,Straight,0.0
17880,EDGE_15830_60004,EDGE_17880_62217,44.01,44.26,0.25,Straight,0.0
17911,EDGE_15834_60008,EDGE_17911_62253,44.48,44.26,-0.22,Straight,0.0
17355,EDGE_60027_60028,EDGE_17355_61653,44.21,44.26,0.05,Straight,0.0
15201,EDGE_15991_60182,EDGE_15201_59331,44.56,44.26,-0.3,Straight,0.0
17281,EDGE_15993_60184,EDGE_17281_61572,44.2,44.26,0.06,Straight,0.0
16227,EDGE_15995_60186,EDGE_16227_60438,43.85,44.26,0.41,Straight,0.0
15865,EDGE_16020_60213,EDGE_15865_60043,44.8,44.26,-0.54,Straight,0.0
17933,EDGE_16023_60216,EDGE_62276_62277,44.37,44.26,-0.11,Straight,0.0
16290,EDGE_60262_60263,EDGE_16290_60505,44.8,44.26,-0.54,Straight,0.0
17915,EDGE_16077_60273,EDGE_17915_62257,44.3,44.26,-0.04,Straight,0.0
15797,EDGE_16108_60309,EDGE_15797_59970,44.41,44.26,-0.15,Straight,0.0
16325,EDGE_60468_60469,EDGE_60543_60544,44.01,44.26,0.25,Straight,0.0
15875,EDGE_16301_60516,EDGE_15875_60054,44.32,44.26,-0.06,Straight,0.0
15872,EDGE_16316_60533,EDGE_15872_60051,43.99,44.26,0.27,Straight,0.0
16455,EDGE_16319_60537,EDGE_16455_60681,44.12,44.26,0.14,Straight,0.0
15234,EDGE_16332_60551,EDGE_15234_59366,44.48,44.26,-0.22,Straight,0.0
16795,EDGE_16341_60560,EDGE_16795_61048,44.62,44.26,-0.36,Straight,0.0
17249,EDGE_16347_17249,EDGE_61537_61538,44.26,44.26,0.0,Straight,0.0
16725,EDGE_16378_60599,EDGE_16725_60973,44.78,44.26,-0.52,Straight,0.0
17227,EDGE_16399_60622,EDGE_17227_61513,44.67,44.26,-0.41,Straight,0.0
17323,EDGE_16420_60646,EDGE_17323_61618,44.43,44.26,-0.17,Straight,0.0
16138,EDGE_16444_60670,EDGE_16138_60341,44.26,44.26,0.0,Straight,0.0
16709,EDGE_16490_60718,EDGE_16709_60956,44.27,44.26,-0.01,Straight,0.0
16689,EDGE_16544_60773,EDGE_16689_60933,43.95,44.26,0.31,Straight,0.0
15264,EDGE_16550_60779,EDGE_15264_59399,44.28,44.26,-0.02,Straight,0.0
17496,EDGE_16577_60812,EDGE_17496_61803,43.86,44.26,0.4,Straight,0.0
15664,EDGE_16631_60868,EDGE_59822_59823,43.78,44.26,0.48,Straight,0.0
15326,EDGE_16643_60883,EDGE_15326_59465,44.01,44.26,0.25,Straight,0.0
15327,EDGE_16645_60885,EDGE_15327_59466,44.33,44.26,-0.07,Straight,0.0
15662,EDGE_16646_60886,EDGE_15662_59820,44.72,44.26,-0.46,Straight,0.0
15211,EDGE_16657_60897,EDGE_59341_59342,44.12,44.26,0.14,Straight,0.0
15882,EDGE_16686_60930,EDGE_15882_60061,44.47,44.26,-0.21,Straight,0.0
17772,EDGE_16702_60947,EDGE_17772_62104,43.71,44.26,0.55,Straight,0.0
19042,EDGE_16736_60985,EDGE_19042_63474,44.38,44.26,-0.12,Straight,0.0
15549,EDGE_16779_61031,EDGE_15549_59700,44.78,44.26,-0.52,Straight,0.0
15289,EDGE_16785_61037,EDGE_15289_59427,44.62,44.26,-0.36,Straight,0.0
15333,EDGE_16796_61049,EDGE_15333_59473,44.64,44.26,-0.38,Straight,0.0
15335,EDGE_61053_61054,EDGE_15335_59475,44.24,44.26,0.02,Straight,0.0
15387,EDGE_16817_61071,EDGE_15387_59529,44.26,44.26,0.0,Straight,0.0
17185,EDGE_61077_61078,EDGE_17185_61468,44.01,44.26,0.25,Straight,0.0
16921,EDGE_16832_61088,EDGE_16921_61182,44.67,44.26,-0.41,Straight,0.0
16991,EDGE_16867_61127,EDGE_16991_61257,44.16,44.26,0.1,Straight,0.0
16452,EDGE_16871_61131,EDGE_16452_60678,44.71,44.26,-0.45,Straight,0.0
16273,EDGE_16911_61171,EDGE_16273_60487,44.43,44.26,-0.17,Straight,0.0
15415,EDGE_16955_61220,EDGE_15415_59560,44.39,44.26,-0.13,Straight,0.0
16140,EDGE_16971_61237,EDGE_16140_60343,44.05,44.26,0.21,Straight,0.0
16140,EDGE_16974_61240,EDGE_16140_60343,43.52,44.26,0.74,Straight,0.0
17489,EDGE_17009_61277,EDGE_17489_61796,43.98,44.26,0.28,Straight,0.0
15330,EDGE_61279_61280,EDGE_15330_59469,44.25,44.26,0.01,Straight,0.0
19045,EDGE_17032_61306,EDGE_19045_63477,44.43,44.26,-0.17,Straight,0.0
17028,EDGE_17046_61321,EDGE_17028_61302,44.29,44.26,-0.03,Straight,0.0
15557,EDGE_17068_61343,EDGE_15557_59708,44.62,44.26,-0.36,Straight,0.0
18788,EDGE_17103_61381,EDGE_18788_63205,44.42,44.26,-0.16,Straight,0.0
17276,EDGE_61393_61394,EDGE_17276_61567,44.56,44.26,-0.3,Straight,0.0
16776,EDGE_17129_61409,EDGE_61027_61028,44.57,44.26,-0.31,Straight,0.0
16425,EDGE_17134_61414,EDGE_16425_60651,44.69,44.26,-0.43,Straight,0.0
16192,EDGE_17137_61418,EDGE_60397_60398,44.19,44.26,0.07,Straight,0.0
16763,EDGE_17145_61426,EDGE_16763_61014,43.94,44.26,0.32,Straight,0.0
15513,EDGE_17172_61455,EDGE_15513_59662,44.63,44.26,-0.37,Straight,0.0
15516,EDGE_17175_61458,EDGE_15516_59665,43.83,44.26,0.43,Straight,0.0
15987,EDGE_17211_61496,EDGE_15987_60178,44.31,44.26,-0.05,Straight,0.0
16160,EDGE_17220_61505,EDGE_60364_60365,44.19,44.26,0.07,Straight,0.0
18285,EDGE_17295_61587,EDGE_18285_62664,43.75,44.26,0.51,Straight,0.0
15276,EDGE_61593_61594,EDGE_15276_59413,44.64,44.26,-0.38,Straight,0.0
17435,EDGE_17320_61615,EDGE_17435_61739,44.65,44.26,-0.39,Straight,0.0
17333,EDGE_17353_61651,EDGE_17333_61629,44.29,44.26,-0.03,Straight,0.0
17992,EDGE_17363_61662,EDGE_17992_62341,43.97,44.26,0.29,Straight,0.0
17991,EDGE_17369_61669,EDGE_17991_62340,44.15,44.26,0.11,Straight,0.0
17641,EDGE_61699_61700,EDGE_17641_61963,44.14,44.26,0.12,Straight,0.0
17478,EDGE_17500_61807,EDGE_61783_61784,44.21,44.26,0.05,Straight,0.0
18165,EDGE_17504_61812,EDGE_18165_62527,44.43,44.26,-0.17,Straight,0.0
18207,EDGE_17505_61813,EDGE_18207_62575,44.2,44.26,0.06,Straight,0.0
6557,EDGE_17512_61821,EDGE_6557_49996,44.41,44.26,-0.15,Straight,0.0
6046,EDGE_17525_61834,EDGE_6046_49453,44.73,44.26,-0.47,Straight,0.0
17713,EDGE_17553_61866,EDGE_17713_62040,44.53,44.26,-0.27,Straight,0.0
17759,EDGE_17564_61879,EDGE_62088_62089,44.76,44.26,-0.5,Straight,0.0
17752,EDGE_17565_61880,EDGE_17752_62080,43.78,44.26,0.48,Straight,0.0
5988,EDGE_17623_61945,EDGE_5988_49386,44.29,44.26,-0.03,Straight,0.0
17716,EDGE_17693_62018,EDGE_17716_62043,43.77,44.26,0.49,Straight,0.0
6955,EDGE_17718_62045,EDGE_6955_50425,44.31,44.26,-0.05,Straight,0.0
17385,EDGE_62085_62086,EDGE_17385_61685,43.74,44.26,0.52,Straight,0.0
6143,EDGE_17839_62175,EDGE_6143_49557,44.48,44.26,-0.22,Straight,0.0
18090,EDGE_17872_62209,EDGE_18090_62447,43.81,44.26,0.45,Straight,0.0
17862,EDGE_17912_62254,EDGE_17862_62198,44.52,44.26,-0.26,Straight,0.0
17447,EDGE_17937_62282,EDGE_17447_61751,44.37,44.26,-0.11,Straight,0.0
18282,EDGE_18012_62364,EDGE_62660_62661,44.77,44.26,-0.51,Straight,0.0
6029,EDGE_18027_62380,EDGE_6029_49434,43.84,44.26,0.42,Straight,0.0
17362,EDGE_18045_62399,EDGE_17362_61661,44.31,44.26,-0.05,Straight,0.0
6122,EDGE_18069_62423,EDGE_6122_49532,44.21,44.26,0.05,Straight,0.0
6390,EDGE_18072_62426,EDGE_6390_49821,44.67,44.26,-0.41,Straight,0.0
1798,EDGE_18115_62472,EDGE_1798_44850,43.89,44.26,0.37,Straight,0.0
17641,EDGE_18171_62534,EDGE_17641_61963,44.58,44.26,-0.32,Straight,0.0
18235,EDGE_18177_62541,EDGE_18235_62605,44.29,44.26,-0.03,Straight,0.0
18160,EDGE_18219_62588,EDGE_18160_62522,43.99,44.26,0.27,Straight,0.0
17712,EDGE_18222_62591,EDGE_17712_62039,44.42,44.26,-0.16,Straight,0.0
17318,EDGE_18227_62596,EDGE_17318_61613,44.38,44.26,-0.12,Straight,0.0
6106,EDGE_18310_62690,EDGE_6106_49516,43.95,44.26,0.31,Straight,0.0
17432,EDGE_18325_62705,EDGE_17432_61736,44.43,44.26,-0.17,Straight,0.0
18541,EDGE_18498_62892,EDGE_18541_62937,44.03,44.27,0.24,Straight,0.0
18415,EDGE_18549_62947,EDGE_18415_62806,44.65,44.27,-0.38,Straight,0.0
18427,EDGE_18638_63036,EDGE_18427_62818,43.98,44.27,0.29,Straight,0.0
19308,EDGE_18709_63114,EDGE_19308_63759,44.0,44.26,0.26,Straight,0.0
17594,EDGE_18872_63294,EDGE_17594_61912,44.78,44.26,-0.52,Straight,0.0
17400,EDGE_19004_63435,EDGE_17400_61701,44.54,44.26,-0.28,Straight,0.0
17341,EDGE_19005_63436,EDGE_17341_61637,44.75,44.26,-0.49,Straight,0.0
17750,EDGE_63484_63485,EDGE_62077_62078,43.93,44.26,0.33,Straight,0.0
18981,EDGE_19089_63523,EDGE_18981_63410,44.74,44.26,-0.48,Straight,0.0
18892,EDGE_19172_63612,EDGE_18892_63315,44.18,44.26,0.08,Straight,0.0
18227,EDGE_19198_63639,EDGE_18227_62596,44.38,44.38,0.0,Straight,0.0
17250,EDGE_19204_63646,EDGE_17250_61539,44.27,44.27,0.0,Straight,0.0
19456,EDGE_19405_63862,EDGE_19456_63918,44.77,44.27,-0.5,Straight,0.0
14743,EDGE_19444_63905,EDGE_14743_58830,44.81,44.27,-0.54,Straight,0.0
15100,EDGE_19473_63937,EDGE_15100_59219,44.35,44.27,-0.08,Straight,0.0
14941,EDGE_19513_63979,EDGE_14941_59041,44.17,44.27,0.1,Straight,0.0
19608,EDGE_19545_64012,EDGE_19608_64080,44.18,44.27,0.09,Straight,0.0
18402,EDGE_19600_64071,EDGE_18402_62791,44.35,44.27,-0.08,Straight,0.0
23731,EDGE_19613_64085,EDGE_23731_68528,44.84,44.27,-0.57,Straight,0.0
23643,EDGE_19615_64087,EDGE_23643_68430,44.55,44.27,-0.28,Straight,0.0
20746,EDGE_19649_64124,EDGE_20746_65310,44.69,44.27,-0.42,Straight,0.0
20769,EDGE_19658_64133,EDGE_20769_65333,44.44,44.27,-0.17,Straight,0.0
20208,EDGE_19665_64141,EDGE_20208_64733,44.28,44.27,-0.01,Straight,0.0
20204,EDGE_19666_64142,EDGE_20204_64729,44.26,44.27,0.01,Straight,0.0
19590,EDGE_19680_64156,EDGE_64060_64061,44.75,44.27,-0.48,Straight,0.0
20579,EDGE_19715_64193,EDGE_20579_65129,44.55,44.27,-0.28,Straight,0.0
19859,EDGE_19724_64203,EDGE_19859_64350,44.65,44.27,-0.38,Straight,0.0
20692,EDGE_19738_64218,EDGE_20692_65251,43.82,44.27,0.45,Straight,0.0
20544,EDGE_64229_64230,EDGE_20544_65092,44.09,44.27,0.18,Straight,0.0
20463,EDGE_19768_64251,EDGE_20463_65003,43.84,44.27,0.43,Straight,0.0
20031,EDGE_19770_64253,EDGE_20031_64533,44.42,44.27,-0.15,Straight,0.0
20466,EDGE_19774_64258,EDGE_20466_65006,43.97,44.27,0.3,Straight,0.0
20358,EDGE_19791_64277,EDGE_20358_64896,44.47,44.27,-0.2,Straight,0.0
20526,EDGE_19817_64305,EDGE_20526_65073,44.1,44.27,0.17,Straight,0.0
20391,EDGE_19858_64349,EDGE_20391_64929,44.32,44.27,-0.05,Straight,0.0
20762,EDGE_19873_64366,EDGE_20762_65326,43.94,44.27,0.33,Straight,0.0
19581,EDGE_19879_64372,EDGE_19581_64050,44.16,44.27,0.11,Straight,0.0
23672,EDGE_19943_64440,EDGE_68460_68461,44.1,44.27,0.17,Straight,0.0
23752,EDGE_19949_64447,EDGE_23752_68550,44.14,44.27,0.13,Straight,0.0
23519,EDGE_19953_64451,EDGE_23519_68298,43.96,44.27,0.31,Straight,0.0
20053,EDGE_20004_64505,EDGE_20053_64558,43.7,44.27,0.57,Straight,0.0
20409,EDGE_20072_64578,EDGE_20409_64947,44.43,44.27,-0.16,Straight,0.0
20523,EDGE_20097_64607,EDGE_20523_65070,44.17,44.27,0.1,Straight,0.0
23947,EDGE_20205_64730,EDGE_23947_68758,44.36,44.27,-0.09,Straight,0.0
20321,EDGE_20243_64770,EDGE_20321_64853,44.49,44.27,-0.22,Straight,0.0
19585,EDGE_20252_64780,EDGE_19585_64054,44.74,44.27,-0.47,Straight,0.0
20524,EDGE_20279_64808,EDGE_20524_65071,44.5,44.27,-0.23,Straight,0.0
23930,EDGE_20407_64945,EDGE_23930_68740,44.23,44.27,0.04,Straight,0.0
23884,EDGE_20417_64955,EDGE_23884_68689,44.38,44.27,-0.11,Straight,0.0
20181,EDGE_20441_64980,EDGE_20181_64706,44.03,44.27,0.24,Straight,0.0
20420,EDGE_20450_64989,EDGE_20420_64958,44.69,44.27,-0.42,Straight,0.0
20130,EDGE_20499_65044,EDGE_20130_64645,43.8,44.27,0.47,Straight,0.0
19573,EDGE_65057_65058,EDGE_19573_64042,43.77,44.27,0.5,Straight,0.0
20121,EDGE_20538_65086,EDGE_20121_64635,43.73,44.27,0.54,Straight,0.0
20530,EDGE_20542_65090,EDGE_20530_65077,44.17,44.27,0.1,Straight,0.0
19817,EDGE_20562_65112,EDGE_19817_64305,44.14,44.1,-0.04,Straight,0.0
23585,EDGE_20626_65180,EDGE_23585_68369,44.41,44.27,-0.14,Straight,0.0
23691,EDGE_20637_65192,EDGE_23691_68482,44.69,44.27,-0.42,Straight,0.0
20042,EDGE_20679_65237,EDGE_20042_64546,44.47,44.27,-0.2,Straight,0.0
19684,EDGE_20723_65285,EDGE_19684_64161,44.33,44.27,-0.06,Straight,0.0
20212,EDGE_20759_65323,EDGE_20212_64737,44.44,44.27,-0.17,Straight,0.0
20614,EDGE_20760_65324,EDGE_65166_65167,43.83,44.27,0.44,Straight,0.0
24008,EDGE_20801_65368,EDGE_24008_68821,43.92,44.27,0.35,Straight,0.0
20711,EDGE_20811_65379,EDGE_20711_65272,44.28,44.27,-0.01,Straight,0.0
21028,EDGE_20859_65429,EDGE_21028_65611,44.17,44.27,0.1,Straight,0.0
21919,EDGE_20863_65433,EDGE_21919_66565,43.92,44.27,0.35,Straight,0.0
21142,EDGE_20873_65444,EDGE_21142_65733,44.05,44.27,0.22,Straight,0.0
20944,EDGE_20931_65508,EDGE_20944_65521,44.58,44.27,-0.31,Straight,0.0
22002,EDGE_21031_65614,EDGE_22002_66653,44.55,44.27,-0.28,Straight,0.0
22001,EDGE_21032_65615,EDGE_22001_66652,44.14,44.27,0.13,Straight,0.0
15152,EDGE_21040_65623,EDGE_59279_59280,43.7,44.27,0.57,Straight,0.0
21098,EDGE_21080_65666,EDGE_21098_65684,44.09,44.27,0.18,Straight,0.0
21079,EDGE_21102_65689,EDGE_21079_65665,44.5,44.27,-0.23,Straight,0.0
21687,EDGE_21112_65701,EDGE_21687_66314,44.63,44.27,-0.36,Straight,0.0
15093,EDGE_65779_65780,EDGE_15093_59212,43.85,44.27,0.42,Straight,0.0
21176,EDGE_21215_65815,EDGE_21176_65774,44.06,44.27,0.21,Straight,0.0
14938,EDGE_65961_65962,EDGE_14938_59038,44.36,44.27,-0.09,Straight,0.0
21121,EDGE_21392_66005,EDGE_21121_65711,44.63,44.27,-0.36,Straight,0.0
21018,EDGE_21406_66021,EDGE_21018_65599,44.26,44.27,0.01,Straight,0.0
21645,EDGE_21424_66039,EDGE_21645_66269,44.03,44.27,0.24,Straight,0.0
21026,EDGE_21505_66124,EDGE_21026_65609,44.41,44.27,-0.14,Straight,0.0
21162,EDGE_21546_66166,EDGE_21162_65758,44.2,44.27,0.07,Straight,0.0
20950,EDGE_21590_66210,EDGE_20950_65527,44.71,44.27,-0.44,Straight,0.0
14883,EDGE_21650_66275,EDGE_14883_58977,44.48,44.27,-0.21,Straight,0.0
21185,EDGE_21752_66385,EDGE_21185_65784,44.1,44.27,0.17,Straight,0.0
14848,EDGE_21768_66402,EDGE_14848_58940,43.89,44.27,0.38,Straight,0.0
21813,EDGE_21800_66434,EDGE_21813_66447,44.37,44.27,-0.1,Straight,0.0
21448,EDGE_21844_66481,EDGE_21448_66065,44.21,44.27,0.06,Straight,0.0
21750,EDGE_21865_66504,EDGE_21750_66383,44.0,44.27,0.27,Straight,0.0
21309,EDGE_21908_66552,EDGE_21309_65916,44.21,44.27,0.06,Straight,0.0
21305,EDGE_66555_66556,EDGE_21305_65912,44.69,44.27,-0.42,Straight,0.0
21548,EDGE_22033_66685,EDGE_21548_66168,44.15,44.27,0.12,Straight,0.0
21048,EDGE_22053_66707,EDGE_21048_65631,44.14,44.27,0.13,Straight,0.0
23358,EDGE_22163_66826,EDGE_23358_68123,44.19,44.27,0.08,Straight,0.0
23294,EDGE_22193_66860,EDGE_23294_68052,44.14,44.27,0.13,Straight,0.0
22273,EDGE_66980_66981,EDGE_22273_66949,44.22,44.27,0.05,Straight,0.0
22984,EDGE_22320_66997,EDGE_22984_67716,44.04,44.27,0.23,Straight,0.0
22374,EDGE_67027_67028,EDGE_22374_67057,44.16,44.27,0.11,Straight,0.0
22254,EDGE_67041_67042,EDGE_22254_66927,44.52,44.27,-0.25,Straight,0.0
22236,EDGE_22401_67086,EDGE_22236_66907,44.08,44.27,0.19,Straight,0.0
22284,EDGE_67091_67092,EDGE_22284_66960,44.77,44.27,-0.5,Straight,0.0
22495,EDGE_22440_67130,EDGE_22495_67190,43.9,44.27,0.37,Straight,0.0
22474,EDGE_22441_67131,EDGE_22474_67166,44.46,44.27,-0.19,Straight,0.0
22174,EDGE_22502_67199,EDGE_22174_66839,44.39,44.27,-0.12,Straight,0.0
22371,EDGE_22566_67267,EDGE_67053_67054,44.23,44.27,0.04,Straight,0.0
22491,EDGE_22575_67277,EDGE_22491_67185,44.4,44.27,-0.13,Straight,0.0
