zone,direction,lat,lng,source_area,destination_area,road_name,road_type,highway_type,junction_type,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,flood_risk,crime_score,event_frequency,poi_density,adjacency_count,lighting_score,cctv_density_estimate,police_station_distance,activity_score,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,congestion_score,travel_time_estimate,weather_exposure_score,time_risk,score_crime,score_lighting,score_activity,score_event,score_road,score_infra,score_cctv,score_police,score_poi,micro_risk,meso_risk,macro_risk,behavioural_adj,poi_interaction,time_multiplier,time_context,final_risk_score,contextual_risk,confidence_score,uncertainty_level,risk_band
SOUTH BANGALORE,Bi-directional,12.938133,77.57862,Basavanagudi,Basavanagudi,Model House Street,residential,residential,none,7.5m,30.0,0.45,0.48,0.586,0.245,0.257,0.289,0.399,0.103,0.287,6,0.3142,0.3014,0.7314,0.1933,0.7222,0.5014,0.802,0.6155,0.5757,13.31,0.4008,0.559,0.5174,1.0,0.1933,0.0848,0.3281,0.2778,0.3014,0.7314,0.151,0.6201,0.5979,0.6124,0.18,0.001,1.0951,late_night,74.56,87.0,0.7159,0.3333,High
SOUTH BANGALORE,Bi-directional,12.942184,77.57262,Basavanagudi,Basavanagudi,Police Station Road,residential,residential,none,7.5m,30.0,0.42,0.65,0.621,0.215,0.345,0.173,0.495,0.198,0.443,6,0.3893,0.3664,0.7182,0.2235,0.684,0.5015,0.8574,0.6417,0.6217,15.62,0.4184,0.456,0.6925,0.9161,0.2235,0.1265,0.3384,0.316,0.3664,0.7182,0.181,0.6378,0.5669,0.6124,0.0,0.0048,1.0951,late_night,35.11,68.01,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.942486,77.580376,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.37,0.43,0.592,0.241,0.196,0.267,0.452,0.121,0.359,4,0.3224,0.2878,0.7773,0.192,0.6827,0.4003,1.0,0.6522,0.5828,12.49,0.442,0.548,0.5499,1.0,0.192,0.0903,0.3356,0.3173,0.2878,0.7773,0.2013,0.6585,0.6161,0.6124,0.18,0.0186,1.0951,late_night,77.88,91.94,0.5631,0.5556,High
SOUTH BANGALORE,Bi-directional,12.943638,77.5794,Basavanagudi,Basavanagudi,Kankanapalya Road,tertiary,tertiary,none,7.5m,30.0,0.51,0.37,0.713,0.238,0.413,0.123,0.236,0.097,0.45,6,0.4148,0.3332,0.7986,0.2271,0.7547,0.5424,0.8811,0.5142,0.5694,14.12,0.4584,0.457,0.1594,0.8778,0.2271,0.0851,0.3061,0.2453,0.3332,0.7986,0.2283,0.5434,0.5927,0.6124,0.0,0.0233,1.0951,late_night,38.6,64.54,0.5841,0.5556,Low
SOUTH BANGALORE,Bi-directional,12.935775,77.574005,Basavanagudi,Basavanagudi,2nd Main Road,residential,residential,none,7.5m,30.0,0.29,0.6,0.532,0.221,0.284,0.241,0.319,0.121,0.378,6,0.3099,0.3202,0.6237,0.1723,0.6013,0.5243,0.8546,0.5224,0.5573,12.92,0.4039,0.461,0.2739,1.0,0.1723,0.0798,0.3199,0.3987,0.3202,0.6237,0.1049,0.5683,0.5529,0.6124,0.18,-0.0254,1.0951,late_night,69.07,79.47,0.7025,0.3715,High
SOUTH BANGALORE,Bi-directional,12.940315,77.58235,Basavanagudi,Basavanagudi,7th Cross Road,residential,residential,none,7.5m,30.0,0.56,0.59,0.516,0.242,0.377,0.063,0.477,0.066,0.35,6,0.3366,0.2949,0.7386,0.1667,0.7275,0.5458,0.8411,0.6285,0.5885,11.02,0.3991,0.503,0.7053,0.995,0.1667,0.0598,0.3166,0.2725,0.2949,0.7386,0.1536,0.6555,0.6161,0.6124,0.18,0.0028,1.0951,late_night,82.83,90.01,0.6185,0.4788,Critical
SOUTH BANGALORE,Bi-directional,12.944308,77.56833,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.25,0.46,0.58,0.205,0.441,0.07,0.476,0.187,0.359,5,0.3317,0.3285,0.7209,0.2024,0.6932,0.4893,0.8928,0.634,0.5477,10.0,0.3406,0.512,0.6631,1.0,0.2024,0.1205,0.3291,0.3068,0.3285,0.7209,0.1316,0.6547,0.5987,0.6124,0.0,-0.0025,1.0951,late_night,34.21,69.19,0.5408,0.6151,Low
SOUTH BANGALORE,Bi-directional,12.938239,77.5814,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.48,0.22,0.528,0.215,0.036,0.145,0.358,0.099,0.329,2,0.3479,0.3152,0.6123,0.1724,0.6691,0.2954,0.9616,0.6037,0.5142,11.47,0.3632,0.49,0.3343,0.9781,0.1724,0.0805,0.3101,0.3309,0.3152,0.6123,0.1366,0.5823,0.5661,0.6124,0.18,-0.0044,1.0951,late_night,74.52,83.05,0.6976,0.3715,High
SOUTH BANGALORE,Bi-directional,12.948483,77.570625,Basavanagudi,Basavanagudi,Karanic Road,residential,residential,none,7.5m,30.0,0.27,0.21,0.552,0.234,0.073,0.192,0.423,0.072,0.364,2,0.3292,0.304,0.7165,0.1846,0.6785,0.2861,0.9463,0.6379,0.5085,11.54,0.3905,0.435,0.4945,1.0,0.1846,0.0655,0.3129,0.3215,0.304,0.7165,0.1439,0.6285,0.592,0.6124,0.18,0.0013,1.0951,late_night,80.37,87.42,0.5261,0.6151,Critical
SOUTH BANGALORE,Bi-directional,12.937926,77.569,Basavanagudi,Basavanagudi,Subbarama Chetty Street,secondary,secondary,none,7.5m,40.0,0.51,0.64,0.69,0.243,0.104,0.197,0.259,0.18,0.441,6,0.3983,0.3479,0.6516,0.2153,0.7216,0.611,0.7247,0.5464,0.6934,13.95,0.4805,0.402,0.2814,0.9026,0.2153,0.0956,0.2994,0.2784,0.3479,0.6516,0.1303,0.5325,0.5884,0.6124,0.0,-0.0126,1.0951,late_night,21.95,59.78,0.6368,0.4788,Low
SOUTH BANGALORE,Bi-directional,12.947738,77.57084,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.16,0.65,0.579,0.25,0.055,0.256,0.337,0.122,0.394,8,0.3497,0.3053,0.8295,0.1965,0.6963,0.5915,0.8304,0.6001,0.5811,13.69,0.4399,0.497,0.4279,0.9754,0.1965,0.089,0.3204,0.3037,0.3053,0.8295,0.1491,0.6143,0.5987,0.6124,0.18,0.0017,1.0951,late_night,84.77,86.71,0.5271,0.6151,Critical
SOUTH BANGALORE,Bi-directional,12.946594,77.571815,Basavanagudi,Basavanagudi,Benne Govindappa Road,residential,residential,none,7.5m,30.0,0.11,0.41,0.621,0.256,0.144,0.269,0.306,0.08,0.354,8,0.3393,0.3028,0.5673,0.2125,0.661,0.5867,0.8512,0.6139,0.504,11.58,0.4078,0.345,0.4989,0.9911,0.2125,0.0781,0.3094,0.339,0.3028,0.5673,0.1496,0.6028,0.5987,0.6124,0.0,0.0036,1.0951,late_night,33.9,66.45,0.5841,0.5556,Low
SOUTH BANGALORE,Bi-directional,12.937995,77.57844,Basavanagudi,Basavanagudi,Model House Street,residential,residential,none,7.5m,30.0,0.13,0.37,0.541,0.235,0.272,0.119,0.371,0.061,0.38,4,0.2949,0.2834,0.5886,0.1806,0.6907,0.444,0.8667,0.6167,0.4656,10.71,0.3974,0.409,0.5683,1.0,0.1806,0.0677,0.3214,0.3093,0.2834,0.5886,0.1626,0.6211,0.5979,0.6124,0.18,-0.0,1.0951,late_night,71.85,86.95,0.7159,0.3333,High
SOUTH BANGALORE,Bi-directional,12.944333,77.57106,Basavanagudi,Basavanagudi,D V Gundappa Road,tertiary,tertiary,none,7.5m,30.0,0.46,0.68,0.624,0.286,0.046,0.173,0.285,0.19,0.432,6,0.4477,0.4236,0.6538,0.2354,0.7495,0.5791,0.8608,0.5676,0.6621,16.12,0.4397,0.336,0.1915,0.8284,0.2354,0.1324,0.3129,0.2505,0.4236,0.6538,0.1551,0.5085,0.5987,0.6124,0.0,0.0008,1.0951,late_night,25.44,59.95,0.5841,0.5556,Low
SOUTH BANGALORE,Bi-directional,12.935684,77.57634,Basavanagudi,Basavanagudi,2nd Main Road,residential,residential,none,7.5m,30.0,0.46,0.42,0.522,0.252,0.485,0.07,0.304,0.119,0.277,6,0.3144,0.277,0.5119,0.1744,0.7099,0.4934,0.7448,0.5698,0.5405,12.4,0.3413,0.393,0.3995,1.0,0.1744,0.0818,0.3169,0.2901,0.277,0.5119,0.0992,0.566,0.5996,0.6124,0.18,-0.021,1.0951,late_night,70.61,81.08,0.7459,0.2973,High
SOUTH BANGALORE,Bi-directional,12.936114,77.57672,Basavanagudi,Basavanagudi,1st Main Road,residential,residential,none,7.5m,30.0,0.26,0.5,0.625,0.239,0.083,0.129,0.326,0.08,0.414,6,0.2988,0.2794,0.7394,0.2007,0.6683,0.5377,0.7578,0.5626,0.5538,11.49,0.3928,0.485,0.3502,1.0,0.2007,0.068,0.3174,0.3317,0.2794,0.7394,0.1284,0.5898,0.5979,0.6124,0.0,-0.0168,1.0951,late_night,27.51,63.34,0.73,0.3333,Low
SOUTH BANGALORE,Bi-directional,12.942841,77.57691,Basavanagudi,Basavanagudi,,secondary,secondary,none,7.5m,40.0,0.43,0.24,0.625,0.276,0.415,0.09,0.399,0.122,0.527,4,0.4367,0.4358,0.6341,0.2166,0.7688,0.433,0.8773,0.5822,0.5492,13.32,0.403,0.362,0.396,0.845,0.2166,0.1224,0.2966,0.2312,0.4358,0.6341,0.3163,0.5491,0.5927,0.6124,0.0,0.0446,1.0951,late_night,36.0,67.25,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.935014,77.58163,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.16,0.46,0.618,0.197,0.484,0.068,0.488,0.182,0.361,2,0.3055,0.2728,0.5721,0.2053,0.6928,0.3174,1.0,0.6643,0.5387,11.21,0.3719,0.499,0.6763,1.0,0.2053,0.1296,0.3434,0.3072,0.2728,0.5721,0.1137,0.6582,0.5988,0.6124,0.0,-0.0213,1.0951,late_night,32.87,67.36,0.7064,0.3715,Low
SOUTH BANGALORE,Bi-directional,12.940701,77.58172,Basavanagudi,Basavanagudi,,living_street,living_street,none,7.5m,20.0,0.2,0.66,0.504,0.23,0.442,0.246,0.208,0.058,0.34,6,0.3195,0.3049,0.7871,0.1624,0.6501,0.5414,0.854,0.5141,0.5829,11.42,0.4003,0.435,0.1859,1.0,0.1624,0.0614,0.3166,0.3499,0.3049,0.7871,0.164,0.5718,0.6161,0.6124,0.18,0.0069,1.0951,late_night,66.75,84.96,0.695,0.3715,High
SOUTH BANGALORE,Bi-directional,12.938521,77.57151,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.52,0.61,0.532,0.21,0.321,0.168,0.448,0.154,0.335,8,0.3624,0.3162,0.511,0.1761,0.7222,0.6187,0.6853,0.5663,0.5824,10.22,0.3788,0.407,0.5911,0.9564,0.1761,0.0908,0.3134,0.2778,0.3162,0.511,0.125,0.5811,0.5884,0.6124,0.18,-0.0101,1.0951,late_night,77.66,82.96,0.6582,0.4334,High
SOUTH BANGALORE,Bi-directional,12.935825,77.575714,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.21,0.37,0.597,0.196,0.439,0.247,0.352,0.108,0.371,6,0.2874,0.2688,0.5417,0.1881,0.6313,0.5224,0.783,0.5474,0.4892,11.07,0.421,0.464,0.4408,1.0,0.1881,0.076,0.3084,0.3687,0.2688,0.5417,0.1123,0.5869,0.5529,0.6124,0.18,-0.0216,1.0951,late_night,51.51,81.1,0.7239,0.3333,Moderate
SOUTH BANGALORE,Bi-directional,12.947416,77.57681,Basavanagudi,Basavanagudi,Surveyors Street,residential,residential,none,7.5m,30.0,0.56,0.25,0.577,0.231,0.425,0.197,0.416,0.105,0.406,6,0.3674,0.2955,0.7925,0.1902,0.7275,0.4975,0.9308,0.5536,0.5534,13.62,0.3965,0.471,0.4545,0.949,0.1902,0.0795,0.3219,0.2725,0.2955,0.7925,0.1775,0.6194,0.607,0.6124,0.18,0.0099,1.0951,late_night,77.01,88.18,0.6365,0.4557,High
SOUTH BANGALORE,Bi-directional,12.935026,77.568634,Basavanagudi,Basavanagudi,3rd Cross Road,residential,residential,none,7.5m,30.0,0.59,0.69,0.564,0.207,0.052,0.207,0.369,0.199,0.392,6,0.3631,0.2719,0.4088,0.1753,0.6928,0.5363,0.733,0.5002,0.657,14.45,0.4276,0.354,0.3314,0.9554,0.1753,0.0953,0.3249,0.3072,0.2719,0.4088,0.1023,0.5333,0.5811,0.6124,0.18,-0.0211,1.0951,late_night,63.9,78.41,0.5611,0.5843,High
SOUTH BANGALORE,Bi-directional,12.935858,77.581726,Basavanagudi,Basavanagudi,16th Cross Road,residential,residential,none,7.5m,30.0,0.6,0.5,0.553,0.197,0.459,0.268,0.473,0.097,0.359,6,0.349,0.3042,0.715,0.1846,0.6638,0.5701,0.8224,0.5732,0.6001,14.58,0.4223,0.524,0.4957,0.9765,0.1846,0.0906,0.3451,0.3362,0.3042,0.715,0.1195,0.6136,0.5988,0.6124,0.18,-0.0164,1.0951,late_night,78.59,84.69,0.6954,0.3715,High
SOUTH BANGALORE,Bi-directional,12.945509,77.56829,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.16,0.56,0.556,0.232,0.419,0.221,0.412,0.109,0.33,5,0.3431,0.3285,0.7026,0.1939,0.6896,0.509,0.919,0.5967,0.5542,12.31,0.3934,0.485,0.5141,0.9853,0.1939,0.087,0.3311,0.3104,0.3285,0.7026,0.1301,0.6229,0.5987,0.6124,0.18,-0.0014,1.0951,late_night,63.77,86.93,0.5268,0.6151,High
SOUTH BANGALORE,Bi-directional,12.93495,77.57245,Basavanagudi,Basavanagudi,3rd Cross Road,residential,residential,none,7.5m,30.0,0.38,0.61,0.606,0.198,0.304,0.157,0.347,0.195,0.318,6,0.3345,0.2896,0.5763,0.1834,0.609,0.5043,0.774,0.5745,0.6035,10.89,0.407,0.418,0.4028,0.9982,0.1834,0.1052,0.3049,0.391,0.2896,0.5763,0.0863,0.5814,0.5529,0.6124,0.18,-0.0291,1.0951,late_night,57.7,79.92,0.5985,0.5286,Moderate
SOUTH BANGALORE,Bi-directional,12.937312,77.57142,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.37,0.39,0.514,0.251,0.109,0.265,0.366,0.16,0.302,8,0.3668,0.272,0.74,0.1705,0.6844,0.562,0.7412,0.5353,0.5321,13.76,0.39,0.536,0.3701,0.9498,0.1705,0.0944,0.3131,0.3156,0.272,0.74,0.1082,0.5801,0.5884,0.6124,0.18,-0.0156,1.0951,late_night,62.47,82.28,0.6591,0.4334,High
SOUTH BANGALORE,Bi-directional,12.94217,77.571526,Basavanagudi,Basavanagudi,Police Station Road,residential,residential,none,7.5m,30.0,0.58,0.42,0.501,0.257,0.478,0.169,0.328,0.077,0.406,8,0.3741,0.3544,0.7561,0.1978,0.689,0.5899,0.8145,0.5359,0.5551,12.98,0.4,0.474,0.3178,0.9389,0.1978,0.0787,0.3269,0.311,0.3544,0.7561,0.1579,0.5701,0.5569,0.6124,0.0,-0.0002,1.0951,late_night,32.71,62.74,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.93645,77.57539,Basavanagudi,Basavanagudi,Kanakapura Road,primary,primary,none,7.5m,50.0,0.55,0.7,0.527,0.257,0.172,0.101,0.141,0.079,0.585,4,0.4357,0.394,0.5438,0.1766,0.8167,0.595,0.7608,0.5005,0.6173,12.46,0.4854,0.257,0.1336,0.8465,0.1766,0.0652,0.2831,0.1833,0.394,0.5438,0.1534,0.4695,0.5342,0.6124,0.0,-0.0174,1.0951,late_night,20.04,53.63,0.73,0.3333,Low
SOUTH BANGALORE,Bi-directional,12.936196,77.57087,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.56,0.41,0.56,0.211,0.178,0.221,0.429,0.097,0.345,6,0.3331,0.288,0.6409,0.175,0.6907,0.474,0.7856,0.6253,0.6082,14.1,0.3976,0.486,0.6419,1.0,0.175,0.0656,0.3151,0.3093,0.288,0.6409,0.1045,0.6291,0.5884,0.6124,0.18,-0.02,1.0951,late_night,56.91,85.02,0.6254,0.4788,Moderate
SOUTH BANGALORE,Bi-directional,12.93856,77.579735,Basavanagudi,Basavanagudi,Model House Street,residential,residential,none,7.5m,30.0,0.24,0.5,0.604,0.229,0.092,0.088,0.377,0.072,0.329,6,0.3249,0.2655,0.629,0.1941,0.6939,0.5201,0.8134,0.5429,0.5513,11.61,0.3696,0.45,0.5259,1.0,0.1941,0.0719,0.3216,0.3061,0.2655,0.629,0.16,0.6159,0.5979,0.6124,0.18,0.0033,1.0951,late_night,80.01,86.97,0.7159,0.3333,Critical
SOUTH BANGALORE,Bi-directional,12.948049,77.57378,Basavanagudi,Basavanagudi,Krishna Rajendra Road,primary,primary,none,7.5m,50.0,0.37,0.62,0.623,0.206,0.088,0.058,0.246,0.188,0.492,4,0.4271,0.3808,0.7547,0.2018,0.7918,0.5363,0.8601,0.553,0.589,12.23,0.5048,0.324,0.2152,0.8593,0.2018,0.1136,0.2911,0.2082,0.3808,0.7547,0.1746,0.5314,0.5953,0.6124,0.0,0.0052,1.0951,late_night,38.87,61.84,0.5841,0.5556,Low
SOUTH BANGALORE,Bi-directional,12.946753,77.57967,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.31,0.61,0.627,0.233,0.239,0.141,0.464,0.163,0.33,8,0.3462,0.2968,0.7387,0.2035,0.6918,0.6164,0.8086,0.6247,0.5771,11.96,0.3656,0.462,0.607,0.9807,0.2035,0.0981,0.3086,0.3082,0.2968,0.7387,0.1671,0.637,0.607,0.6124,0.0,0.0097,1.0951,late_night,54.99,69.6,0.6205,0.5031,Moderate
SOUTH BANGALORE,Bi-directional,12.935752,77.57014,Basavanagudi,Basavanagudi,Patalamma Road,residential,residential,none,7.5m,30.0,0.19,0.48,0.576,0.209,0.449,0.211,0.459,0.133,0.33,8,0.2872,0.2723,0.5509,0.1795,0.6774,0.5745,0.7332,0.5965,0.5831,13.9,0.4295,0.437,0.5807,1.0,0.1795,0.0754,0.3236,0.3226,0.2723,0.5509,0.0995,0.6053,0.5811,0.6124,0.18,-0.0207,1.0951,late_night,61.92,83.19,0.6279,0.4788,High
SOUTH BANGALORE,Bi-directional,12.938564,77.57991,Basavanagudi,Basavanagudi,Model House Street,residential,residential,none,7.5m,30.0,0.48,0.31,0.562,0.222,0.269,0.099,0.438,0.051,0.356,6,0.3631,0.3084,0.6216,0.1824,0.6945,0.4625,0.8631,0.6101,0.5577,14.1,0.3754,0.441,0.5197,0.9553,0.1824,0.0631,0.3226,0.3055,0.3084,0.6216,0.1627,0.603,0.5979,0.6124,0.18,0.003,1.0951,late_night,80.73,86.1,0.7171,0.3333,Critical
SOUTH BANGALORE,Bi-directional,12.940612,77.57306,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.35,0.46,0.572,0.203,0.378,0.148,0.318,0.149,0.308,5,0.3343,0.365,0.7518,0.1982,0.7124,0.4639,0.8737,0.5846,0.6028,12.52,0.3711,0.489,0.3527,0.9986,0.1982,0.1037,0.3221,0.2876,0.365,0.7518,0.1599,0.5932,0.5669,0.6124,0.0,0.0038,1.0951,late_night,29.8,64.97,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.93609,77.58078,Basavanagudi,Basavanagudi,Patalamma Temple Road,secondary,secondary,none,7.5m,40.0,0.44,0.43,0.694,0.292,0.172,0.057,0.398,0.117,0.411,4,0.3681,0.3087,0.5682,0.2273,0.7698,0.4878,0.8434,0.5891,0.5852,11.81,0.4212,0.449,0.5328,0.9478,0.2273,0.0969,0.3176,0.2302,0.3087,0.5682,0.1361,0.5947,0.5661,0.6124,0.0,-0.0122,1.0951,late_night,25.85,63.29,0.73,0.3333,Low
SOUTH BANGALORE,Bi-directional,12.941124,77.57122,Basavanagudi,Basavanagudi,D V Gundappa Road,tertiary,tertiary,none,7.5m,30.0,0.58,0.36,0.582,0.241,0.432,0.245,0.331,0.176,0.435,7,0.4055,0.3958,0.6766,0.208,0.7596,0.5094,0.8708,0.516,0.5632,15.38,0.4679,0.364,0.2355,0.8917,0.208,0.1115,0.3161,0.2404,0.3958,0.6766,0.1558,0.5341,0.5569,0.6124,0.0,-0.0027,1.0951,late_night,29.11,60.1,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.945866,77.57301,Basavanagudi,Basavanagudi,H.B. Samaja Road,residential,residential,none,7.5m,30.0,0.26,0.6,0.556,0.219,0.188,0.29,0.493,0.118,0.34,8,0.3244,0.3211,0.6616,0.1939,0.6991,0.6213,0.8436,0.6196,0.5403,13.4,0.4168,0.49,0.6246,1.0,0.1939,0.0949,0.3409,0.3009,0.3211,0.6616,0.1597,0.6357,0.6325,0.6124,0.18,0.0071,1.0951,late_night,97.25,89.63,0.5663,0.5556,Critical
SOUTH BANGALORE,Bi-directional,12.935865,77.57613,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.47,0.55,0.549,0.208,0.338,0.166,0.304,0.087,0.374,6,0.3143,0.2764,0.6792,0.1772,0.7173,0.5341,0.7814,0.5909,0.6232,11.7,0.3717,0.484,0.4559,1.0,0.1772,0.0688,0.3154,0.2827,0.2764,0.6792,0.1156,0.6001,0.5996,0.6124,0.18,-0.0202,1.0951,late_night,77.17,83.41,0.7208,0.3333,High
SOUTH BANGALORE,Bi-directional,12.939747,77.57456,Basavanagudi,Basavanagudi,Old Veterinary Hospital Road,tertiary,tertiary,none,7.5m,30.0,0.12,0.39,0.73,0.267,0.183,0.268,0.275,0.17,0.535,4,0.3664,0.3422,0.6356,0.2394,0.7324,0.4161,0.8309,0.5167,0.5452,12.97,0.4865,0.386,0.2382,0.9504,0.2394,0.1156,0.3029,0.2676,0.3422,0.6356,0.2094,0.5494,0.5342,0.6124,0.0,0.0084,1.0951,late_night,30.4,61.7,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.938495,77.573845,Basavanagudi,Basavanagudi,Krishna Rajendra Road,secondary,secondary,none,7.5m,40.0,0.33,0.33,0.588,0.286,0.461,0.29,0.395,0.109,0.374,8,0.3887,0.3398,0.8038,0.1982,0.7498,0.6218,0.6193,0.5465,0.5624,13.35,0.4924,0.505,0.4989,0.9169,0.1982,0.0816,0.3169,0.2502,0.3398,0.8038,0.1501,0.5822,0.5342,0.6124,0.18,-0.0041,1.0951,late_night,58.42,82.2,0.6592,0.4334,Moderate
SOUTH BANGALORE,Bi-directional,12.93693,77.57246,Basavanagudi,Basavanagudi,South End Road,tertiary,tertiary,none,7.5m,30.0,0.21,0.49,0.583,0.237,0.122,0.099,0.315,0.187,0.504,3,0.3609,0.3155,0.4609,0.1861,0.6988,0.4368,0.813,0.5836,0.5154,11.88,0.4429,0.341,0.4163,0.9586,0.1861,0.1061,0.3096,0.3012,0.3155,0.4609,0.1372,0.5598,0.5342,0.6124,0.18,-0.0173,1.0951,late_night,56.12,79.28,0.6632,0.4334,Moderate
SOUTH BANGALORE,Bi-directional,12.934981,77.578186,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.27,0.29,0.579,0.201,0.168,0.256,0.405,0.199,0.401,4,0.3163,0.2986,0.6974,0.1841,0.669,0.3652,0.9842,0.6208,0.5511,10.75,0.4263,0.535,0.6178,1.0,0.1841,0.1229,0.3241,0.331,0.2986,0.6974,0.131,0.657,0.5996,0.6124,0.18,-0.0154,1.0951,late_night,83.69,87.67,0.7149,0.3333,Critical
SOUTH BANGALORE,Bi-directional,12.935605,77.57407,Basavanagudi,Basavanagudi,1st Shop Lane,residential,residential,none,7.5m,30.0,0.17,0.46,0.578,0.196,0.005,0.29,0.316,0.068,0.317,6,0.3072,0.2966,0.5446,0.1816,0.5918,0.5099,0.8386,0.5307,0.5175,10.82,0.4152,0.352,0.3966,1.0,0.1816,0.0584,0.3136,0.4082,0.2966,0.5446,0.0934,0.5817,0.5529,0.6124,0.18,-0.0267,1.0951,late_night,67.18,80.2,0.7015,0.3715,High
SOUTH BANGALORE,Bi-directional,12.943671,77.57547,Basavanagudi,Basavanagudi,B P Wadia Road,tertiary,tertiary,none,7.5m,30.0,0.43,0.53,0.63,0.271,0.201,0.068,0.217,0.169,0.396,5,0.4082,0.4049,0.7013,0.2204,0.7345,0.499,0.8689,0.5197,0.5879,13.23,0.4187,0.36,0.2356,0.8877,0.2204,0.1266,0.2959,0.2655,0.4049,0.7013,0.2355,0.5394,0.5669,0.6124,0.0,0.0261,1.0951,late_night,31.29,63.88,0.6668,0.4334,Low
SOUTH BANGALORE,Bi-directional,12.936695,77.580086,Basavanagudi,Basavanagudi,South End Road,secondary,secondary,none,7.5m,40.0,0.49,0.51,0.642,0.263,0.046,0.172,0.338,0.07,0.477,5,0.3988,0.3474,0.6724,0.2083,0.7596,0.5211,0.8242,0.5066,0.6375,12.62,0.4506,0.478,0.3916,0.9018,0.2083,0.0715,0.3169,0.2404,0.3474,0.6724,0.1481,0.5633,0.5661,0.6124,0.0,-0.0096,1.0951,late_night,32.72,61.52,0.73,0.3333,Low
SOUTH BANGALORE,Bi-directional,12.946411,77.57327,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.13,0.25,0.574,0.247,0.157,0.158,0.494,0.174,0.354,8,0.3075,0.3131,0.6315,0.1974,0.6785,0.5314,0.8796,0.5972,0.4418,11.32,0.3662,0.441,0.5762,1.0,0.1974,0.1145,0.3301,0.3215,0.3131,0.6315,0.1613,0.6298,0.6325,0.6124,0.18,0.0072,1.0951,late_night,90.49,89.25,0.5668,0.5556,Critical
SOUTH BANGALORE,Bi-directional,12.935666,77.5777,Basavanagudi,Basavanagudi,,living_street,living_street,none,7.5m,20.0,0.52,0.65,0.505,0.231,0.131,0.212,0.344,0.061,0.288,8,0.3209,0.2823,0.6983,0.1677,0.6942,0.6286,0.6938,0.523,0.5904,11.48,0.4036,0.519,0.4422,1.0,0.1677,0.0623,0.3106,0.3058,0.2823,0.6983,0.1073,0.5898,0.5996,0.6124,0.18,-0.0169,1.0951,late_night,70.23,83.09,0.7212,0.3333,High
SOUTH BANGALORE,Bi-directional,12.934932,77.56927,Basavanagudi,Basavanagudi,3rd Cross Road,residential,residential,none,7.5m,30.0,0.39,0.37,0.55,0.198,0.138,0.076,0.439,0.123,0.398,6,0.3118,0.2554,0.6876,0.1693,0.6974,0.5253,0.6977,0.5904,0.5327,12.39,0.3423,0.565,0.5239,1.0,0.1693,0.0675,0.3196,0.3026,0.2554,0.6876,0.0996,0.6078,0.5811,0.6124,0.18,-0.0232,1.0951,late_night,68.96,83.07,0.5547,0.5843,High
SOUTH BANGALORE,Bi-directional,12.935012,77.581184,Basavanagudi,Basavanagudi,,residential,residential,none,7.5m,30.0,0.29,0.43,0.513,0.253,0.476,0.297,0.478,0.145,0.349,6,0.3373,0.2654,0.4378,0.1817,0.7044,0.5105,0.8333,0.6044,0.4926,13.1,0.444,0.418,0.6052,0.9941,0.1817,0.1123,0.3339,0.2956,0.2654,0.4378,0.1149,0.6078,0.5988,0.6124,0.18,-0.0198,1.0951,late_night,72.68,83.93,0.6964,0.3715,High
SOUTH BANGALORE,Bi-directional,12.940606,77.575356,Basavanagudi,Basavanagudi,,primary,primary,none,7.5m,50.0,0.58,0.45,0.637,0.264,0.398,0.078,0.136,0.149,0.482,5,0.5068,0.4173,0.5951,0.2212,0.7999,0.5949,0.812,0.5161,0.633,12.65,0.4603,0.28,0.036,0.7398,0.2212,0.1145,0.2886,0.2001,0.4173,0.5951,0.2404,0.4475,0.5669,0.6124,0.0,0.0201,1.0951,late_night,20.63,57.18,0.6668,0.4334,Low
