node_id,lat,lng,zone,source_area,adjacency_count,connectivity_score
5739,13.020881,77.712858,EAST BANGALORE,Seegehalli,1,0.1
5740,13.014197,77.718742,EAST BANGALORE,Seegehalli,1,0.1
5741,13.014664,77.715767,EAST BANGALORE,Seegehalli,1,0.1
5742,13.018977,77.712264,EAST BANGALORE,Seegehalli,1,0.1
5743,13.014411,77.718867,EAST BANGALORE,Seegehalli,1,0.1
5744,13.016257,77.723036,EAST BANGALORE,Seegehalli,1,0.1
5745,13.022131,77.713427,EAST BANGALORE,Seegehalli,1,0.1
5746,13.015825,77.714776,EAST BANGALORE,Seegehalli,1,0.1
5747,13.015872,77.715919,EAST BANGALORE,Seegehalli,1,0.1
5748,13.019834,77.713052,EAST BANGALORE,Seegehalli,1,0.1
5749,13.017407,77.723811,EAST BANGALORE,Seegehalli,1,0.1
5750,13.009986,77.717205,EAST BANGALORE,Seegehalli,1,0.1
5751,13.016817,77.723803,EAST BANGALORE,Seegehalli,1,0.1
5752,13.018387,77.714391,EAST BANGALORE,Seegehalli,1,0.1
5753,13.017864,77.72083,EAST BANGALORE,Seegehalli,1,0.1
5754,13.017942,77.710288,EAST BANGALORE,Seegehalli,1,0.1
5755,13.009784,77.717608,EAST BANGALORE,Seegehalli,1,0.1
5756,13.018136,77.714615,EAST BANGALORE,Seegehalli,1,0.1
5757,13.013726,77.718711,EAST BANGALORE,Seegehalli,1,0.1
5758,13.013702,77.71902,EAST BANGALORE,Seegehalli,1,0.1
5759,13.021864,77.718696,EAST BANGALORE,Seegehalli,1,0.1
5760,13.018265,77.717548,EAST BANGALORE,Seegehalli,1,0.1
5761,13.017396,77.715563,EAST BANGALORE,Seegehalli,1,0.1
5762,13.01251,77.720169,EAST BANGALORE,Seegehalli,1,0.1
5763,13.010287,77.716901,EAST BANGALORE,Seegehalli,1,0.1
5764,13.010114,77.717927,EAST BANGALORE,Seegehalli,1,0.1
5765,13.017601,77.711007,EAST BANGALORE,Seegehalli,1,0.1
5766,12.999079,77.736712,EAST BANGALORE,Belathur,1,0.1
5767,13.002639,77.74514,EAST BANGALORE,Belathur,1,0.1
5768,12.999012,77.741183,EAST BANGALORE,Belathur,1,0.1
5769,13.000072,77.738346,EAST BANGALORE,Belathur,1,0.1
5770,13.000563,77.736265,,,0,0.0
5771,13.005558,77.738247,EAST BANGALORE,Belathur,1,0.1
5772,13.000276,77.740013,EAST BANGALORE,Belathur,1,0.1
5773,13.001371,77.747624,EAST BANGALORE,Belathur,1,0.1
5774,13.005213,77.738161,EAST BANGALORE,Belathur,1,0.1
5775,12.998502,77.737439,EAST BANGALORE,Belathur,1,0.1
5776,13.0055,77.737969,EAST BANGALORE,Belathur,1,0.1
5777,13.005367,77.74074,EAST BANGALORE,Belathur,1,0.1
5778,13.003482,77.736814,EAST BANGALORE,Belathur,1,0.1
5779,13.005552,77.739631,EAST BANGALORE,Belathur,1,0.1
5780,12.999804,77.737307,EAST BANGALORE,Belathur,1,0.1
5781,13.000994,77.736097,EAST BANGALORE,Belathur,1,0.1
5782,13.001594,77.747809,EAST BANGALORE,Belathur,1,0.1
5783,13.000223,77.739376,EAST BANGALORE,Belathur,1,0.1
5784,12.998124,77.738619,EAST BANGALORE,Belathur,1,0.1
5785,12.999746,77.737586,EAST BANGALORE,Belathur,1,0.1
5786,12.998824,77.741415,EAST BANGALORE,Belathur,1,0.1
5787,12.999221,77.737068,EAST BANGALORE,Belathur,1,0.1
5788,12.998468,77.739758,EAST BANGALORE,Belathur,1,0.1
5789,12.999366,77.738026,EAST BANGALORE,Belathur,1,0.1
5790,12.999903,77.738199,EAST BANGALORE,Belathur,1,0.1
5791,12.999567,77.738182,EAST BANGALORE,Belathur,1,0.1
5792,13.004408,77.7359,EAST BANGALORE,Belathur,1,0.1
5793,13.000193,77.738999,EAST BANGALORE,Belathur,1,0.1
5794,12.998662,77.736691,EAST BANGALORE,Belathur,1,0.1
5795,13.000367,77.736949,EAST BANGALORE,Belathur,1,0.1
5796,13.002556,77.738771,EAST BANGALORE,Belathur,1,0.1
5797,13.00036,77.738832,EAST BANGALORE,Belathur,1,0.1
5798,13.003712,77.737007,EAST BANGALORE,Belathur,1,0.1
5799,13.002037,77.746565,,,0,0.0
5800,13.000304,77.738481,EAST BANGALORE,Belathur,1,0.1
5801,12.99993,77.735935,,,0,0.0
5802,12.999852,77.73695,EAST BANGALORE,Belathur,1,0.1
5803,13.000477,77.739828,EAST BANGALORE,Belathur,1,0.1
5804,13.002107,77.745633,EAST BANGALORE,Belathur,1,0.1
5805,12.998065,77.738326,,,0,0.0
5806,13.002416,77.745794,EAST BANGALORE,Belathur,1,0.1
5807,13.000501,77.738316,EAST BANGALORE,Belathur,1,0.1
5808,13.005624,77.738566,EAST BANGALORE,Belathur,1,0.1
5809,12.999031,77.737735,EAST BANGALORE,Belathur,1,0.1
5810,12.999063,77.738564,EAST BANGALORE,Belathur,1,0.1
5811,13.000294,77.740268,EAST BANGALORE,Belathur,1,0.1
5812,12.998958,77.738177,EAST BANGALORE,Belathur,1,0.1
5813,13.000159,77.737485,EAST BANGALORE,Belathur,1,0.1
5814,12.997661,77.735332,EAST BANGALORE,Belathur,1,0.1
5815,13.005117,77.740233,EAST BANGALORE,Belathur,1,0.1
5816,13.000142,77.746666,EAST BANGALORE,Belathur,1,0.1
5817,13.005444,77.740018,EAST BANGALORE,Belathur,1,0.1
5818,13.0058,77.735466,EAST BANGALORE,Belathur,1,0.1
5819,13.003451,77.739204,EAST BANGALORE,Belathur,1,0.1
5820,13.005292,77.738454,EAST BANGALORE,Belathur,1,0.1
5821,13.004973,77.739005,EAST BANGALORE,Belathur,1,0.1
5822,13.00053,77.738672,EAST BANGALORE,Belathur,1,0.1
5823,13.003388,77.736236,EAST BANGALORE,Belathur,1,0.1
5824,12.999708,77.737167,EAST BANGALORE,Belathur,1,0.1
5825,12.998973,77.737809,EAST BANGALORE,Belathur,1,0.1
5826,13.005635,77.737805,,,0,0.0
5827,13.003996,77.73717,EAST BANGALORE,Belathur,1,0.1
5828,13.00115,77.737455,,,0,0.0
5829,13.000134,77.738641,EAST BANGALORE,Belathur,1,0.1
5830,13.00485,77.739583,EAST BANGALORE,Belathur,1,0.1
5831,12.999956,77.73967,EAST BANGALORE,Belathur,1,0.1
5832,12.998915,77.744682,EAST BANGALORE,Belathur,1,0.1
5833,12.998973,77.737859,EAST BANGALORE,Belathur,1,0.1
5834,13.000259,77.739825,EAST BANGALORE,Belathur,1,0.1
5835,12.998883,77.738172,EAST BANGALORE,Belathur,1,0.1
5836,13.004453,77.739561,EAST BANGALORE,Belathur,1,0.1
5837,13.001415,77.746326,,,0,0.0
5838,13.005218,77.739679,EAST BANGALORE,Belathur,1,0.1
5839,13.002395,77.744578,,,0,0.0
5840,12.999178,77.737603,EAST BANGALORE,Belathur,1,0.1
5841,13.004476,77.737719,EAST BANGALORE,Belathur,1,0.1
5842,12.998744,77.737046,EAST BANGALORE,Belathur,1,0.1
5843,12.998353,77.738715,,,0,0.0
5844,12.998761,77.741,EAST BANGALORE,Belathur,1,0.1
5845,13.005393,77.73549,EAST BANGALORE,Belathur,1,0.1
5846,13.033925,77.715374,EAST BANGALORE,Medahalli,1,0.1
5847,13.03084,77.714693,EAST BANGALORE,Medahalli,1,0.1
5848,13.021382,77.723639,EAST BANGALORE,Medahalli,1,0.1
5849,13.025047,77.717944,EAST BANGALORE,Medahalli,1,0.1
5850,13.024844,77.720913,EAST BANGALORE,Medahalli,1,0.1
5851,13.030127,77.714532,EAST BANGALORE,Medahalli,1,0.1
5852,13.033481,77.721112,EAST BANGALORE,Medahalli,1,0.1
5853,13.02571,77.720983,EAST BANGALORE,Medahalli,1,0.1
5854,13.033511,77.71965,EAST BANGALORE,Medahalli,1,0.1
5855,13.022785,77.719818,,,0,0.0
5856,13.033982,77.720921,EAST BANGALORE,Medahalli,1,0.1
5857,13.028539,77.719123,EAST BANGALORE,Medahalli,1,0.1
5858,13.026549,77.713994,EAST BANGALORE,Medahalli,1,0.1
5859,13.026985,77.722911,EAST BANGALORE,Medahalli,1,0.1
5860,13.030637,77.721717,EAST BANGALORE,Medahalli,1,0.1
5861,13.033094,77.714634,EAST BANGALORE,Medahalli,1,0.1
5862,13.025122,77.713951,EAST BANGALORE,Medahalli,1,0.1
5863,13.030268,77.717651,EAST BANGALORE,Medahalli,1,0.1
5864,13.027331,77.717634,EAST BANGALORE,Medahalli,1,0.1
5865,13.030084,77.715513,EAST BANGALORE,Medahalli,1,0.1
5866,13.030475,77.718548,,,0,0.0
5867,13.032825,77.714372,,,0,0.0
5868,13.027117,77.719209,EAST BANGALORE,Medahalli,1,0.1
5869,13.030051,77.717561,EAST BANGALORE,Medahalli,1,0.1
5870,13.024135,77.720061,,,0,0.0
5871,13.034303,77.720376,EAST BANGALORE,Medahalli,1,0.1
5872,13.031828,77.719233,EAST BANGALORE,Medahalli,1,0.1
5873,13.023339,77.714907,EAST BANGALORE,Medahalli,1,0.1
5874,13.031808,77.718491,EAST BANGALORE,Medahalli,1,0.1
5875,13.029316,77.720784,EAST BANGALORE,Medahalli,1,0.1
5876,13.031198,77.718029,EAST BANGALORE,Medahalli,1,0.1
5877,13.025036,77.719142,EAST BANGALORE,Medahalli,1,0.1
5878,13.0276,77.715489,EAST BANGALORE,Medahalli,1,0.1
5879,13.030532,77.715913,EAST BANGALORE,Medahalli,1,0.1
5880,13.021041,77.72298,EAST BANGALORE,Medahalli,1,0.1
5881,13.031738,77.720062,EAST BANGALORE,Medahalli,1,0.1
5882,13.031007,77.71595,EAST BANGALORE,Medahalli,1,0.1
5883,13.030412,77.713381,EAST BANGALORE,Medahalli,1,0.1
5884,13.022853,77.716958,EAST BANGALORE,Medahalli,1,0.1
5885,13.027446,77.720179,EAST BANGALORE,Medahalli,1,0.1
5886,13.022535,77.717534,,,0,0.0
5887,13.028392,77.717311,EAST BANGALORE,Medahalli,1,0.1
5888,13.03049,77.715465,EAST BANGALORE,Medahalli,1,0.1
5889,13.026507,77.72252,EAST BANGALORE,Medahalli,1,0.1
5890,13.028642,77.718319,EAST BANGALORE,Medahalli,1,0.1
5891,13.02749,77.716331,EAST BANGALORE,Medahalli,1,0.1
5892,13.029866,77.715329,EAST BANGALORE,Medahalli,1,0.1
5893,13.03311,77.713613,EAST BANGALORE,Medahalli,1,0.1
5894,13.03442,77.720069,EAST BANGALORE,Medahalli,1,0.1
5895,13.028365,77.719284,,,0,0.0
5896,13.024885,77.720002,EAST BANGALORE,Medahalli,1,0.1
5897,13.022961,77.716478,EAST BANGALORE,Medahalli,1,0.1
5898,13.033772,77.713513,EAST BANGALORE,Medahalli,1,0.1
5899,13.027923,77.720554,EAST BANGALORE,Medahalli,1,0.1
5900,13.026102,77.713463,EAST BANGALORE,Medahalli,1,0.1
5901,13.033451,77.721248,EAST BANGALORE,Medahalli,1,0.1
5902,13.034049,77.721263,EAST BANGALORE,Medahalli,1,0.1
5903,13.028902,77.720621,EAST BANGALORE,Medahalli,1,0.1
5904,13.028992,77.715384,EAST BANGALORE,Medahalli,1,0.1
5905,13.026242,77.720508,EAST BANGALORE,Medahalli,1,0.1
5906,13.031668,77.716031,EAST BANGALORE,Medahalli,1,0.1
5907,13.027154,77.720259,EAST BANGALORE,Medahalli,1,0.1
5908,13.023915,77.71915,EAST BANGALORE,Medahalli,1,0.1
5909,13.024261,77.719256,EAST BANGALORE,Medahalli,1,0.1
5910,13.034564,77.718744,EAST BANGALORE,Medahalli,1,0.1
5911,13.034177,77.71923,EAST BANGALORE,Medahalli,1,0.1
5912,13.025816,77.715903,EAST BANGALORE,Medahalli,1,0.1
5913,13.024878,77.719376,EAST BANGALORE,Medahalli,1,0.1
5914,13.030298,77.720744,EAST BANGALORE,Medahalli,1,0.1
5915,13.033455,77.716228,EAST BANGALORE,Medahalli,1,0.1
5916,13.032886,77.714516,EAST BANGALORE,Medahalli,1,0.1
5917,13.026738,77.717019,EAST BANGALORE,Medahalli,1,0.1
5918,13.025592,77.72004,EAST BANGALORE,Medahalli,1,0.1
5919,13.026722,77.720538,EAST BANGALORE,Medahalli,1,0.1
5920,13.025848,77.716941,EAST BANGALORE,Medahalli,1,0.1
5921,13.032817,77.7159,EAST BANGALORE,Medahalli,1,0.1
5922,13.028579,77.720663,EAST BANGALORE,Medahalli,1,0.1
5923,13.024341,77.719876,EAST BANGALORE,Medahalli,1,0.1
5924,13.028978,77.715757,EAST BANGALORE,Medahalli,1,0.1
5925,13.028061,77.721979,EAST BANGALORE,Medahalli,1,0.1
5926,13.024301,77.714485,EAST BANGALORE,Medahalli,1,0.1
5927,13.03012,77.716056,EAST BANGALORE,Medahalli,1,0.1
5928,13.023066,77.713901,EAST BANGALORE,Medahalli,1,0.1
5929,13.024714,77.720726,EAST BANGALORE,Medahalli,1,0.1
5930,13.032001,77.718421,EAST BANGALORE,Medahalli,1,0.1
5931,13.031158,77.715323,EAST BANGALORE,Medahalli,1,0.1
5932,13.030185,77.717393,EAST BANGALORE,Medahalli,1,0.1
5933,13.022911,77.718821,EAST BANGALORE,Medahalli,1,0.1
5934,13.034465,77.71542,,,0,0.0
5935,13.031826,77.721241,EAST BANGALORE,Medahalli,1,0.1
5936,13.030708,77.718072,EAST BANGALORE,Medahalli,1,0.1
5937,13.030356,77.721156,EAST BANGALORE,Medahalli,1,0.1
5938,13.030306,77.721568,EAST BANGALORE,Medahalli,1,0.1
5939,13.004638,77.714086,EAST BANGALORE,Battarahalli,1,0.1
5940,13.008834,77.703808,EAST BANGALORE,Battarahalli,1,0.1
5941,13.008686,77.712161,EAST BANGALORE,Battarahalli,1,0.1
5942,13.01001,77.708343,EAST BANGALORE,Battarahalli,1,0.1
5943,13.006344,77.706851,EAST BANGALORE,Battarahalli,1,0.1
5944,13.014661,77.70647,EAST BANGALORE,Battarahalli,1,0.1
5945,13.006833,77.711047,EAST BANGALORE,Battarahalli,1,0.1
5946,13.008271,77.703193,EAST BANGALORE,Battarahalli,1,0.1
5947,13.009041,77.708266,EAST BANGALORE,Battarahalli,1,0.1
5948,13.016609,77.706116,EAST BANGALORE,Battarahalli,1,0.1
5949,13.017798,77.708649,EAST BANGALORE,Battarahalli,1,0.1
5950,13.009562,77.705838,EAST BANGALORE,Battarahalli,1,0.1
5951,13.009925,77.704147,,,0,0.0
5952,13.004704,77.716534,EAST BANGALORE,Battarahalli,1,0.1
5953,13.011445,77.703843,,,0,0.0
5954,13.008135,77.70704,,,0,0.0
5955,13.007172,77.712268,EAST BANGALORE,Battarahalli,1,0.1
5956,13.014089,77.713649,EAST BANGALORE,Battarahalli,1,0.1
5957,13.010579,77.70397,EAST BANGALORE,Battarahalli,1,0.1
5958,13.006676,77.707845,EAST BANGALORE,Battarahalli,1,0.1
5959,13.013459,77.708808,EAST BANGALORE,Battarahalli,1,0.1
5960,13.007242,77.705271,EAST BANGALORE,Battarahalli,1,0.1
5961,13.015349,77.703995,EAST BANGALORE,Battarahalli,1,0.1
5962,13.008787,77.707591,EAST BANGALORE,Battarahalli,1,0.1
5963,13.012637,77.702715,,,0,0.0
5964,13.006552,77.705358,EAST BANGALORE,Battarahalli,1,0.1
5965,13.006141,77.715937,EAST BANGALORE,Battarahalli,1,0.1
5966,13.012254,77.707542,EAST BANGALORE,Battarahalli,1,0.1
5967,13.01341,77.707763,EAST BANGALORE,Battarahalli,1,0.1
5968,13.008272,77.708305,EAST BANGALORE,Battarahalli,1,0.1
5969,13.007702,77.705173,EAST BANGALORE,Battarahalli,1,0.1
5970,13.017027,77.706131,EAST BANGALORE,Battarahalli,1,0.1
5971,13.007497,77.715997,EAST BANGALORE,Battarahalli,1,0.1
5972,13.005391,77.706351,EAST BANGALORE,Battarahalli,1,0.1
5973,13.005399,77.709835,,,0,0.0
5974,13.009847,77.706687,EAST BANGALORE,Battarahalli,1,0.1
5975,13.010403,77.707931,EAST BANGALORE,Battarahalli,1,0.1
5976,13.007837,77.703957,EAST BANGALORE,Battarahalli,1,0.1
5977,13.005063,77.711226,EAST BANGALORE,Battarahalli,1,0.1
5978,13.010401,77.7055,EAST BANGALORE,Battarahalli,1,0.1
5979,13.010364,77.705904,EAST BANGALORE,Battarahalli,1,0.1
5980,13.016889,77.707957,EAST BANGALORE,Battarahalli,1,0.1
5981,13.004963,77.710339,EAST BANGALORE,Battarahalli,1,0.1
5982,13.012575,77.713971,EAST BANGALORE,Battarahalli,1,0.1
5983,13.012701,77.706076,EAST BANGALORE,Battarahalli,1,0.1
5984,13.008535,77.703195,EAST BANGALORE,Battarahalli,1,0.1
5985,13.014698,77.713288,EAST BANGALORE,Battarahalli,1,0.1
5986,13.005797,77.715924,EAST BANGALORE,Battarahalli,1,0.1
5987,13.007811,77.711514,EAST BANGALORE,Battarahalli,1,0.1
5988,13.012908,77.706199,EAST BANGALORE,Battarahalli,1,0.1
5989,13.013351,77.713825,EAST BANGALORE,Battarahalli,1,0.1
5990,13.010231,77.704167,EAST BANGALORE,Battarahalli,1,0.1
5991,13.014337,77.716194,EAST BANGALORE,Battarahalli,1,0.1
5992,13.005171,77.702851,EAST BANGALORE,Battarahalli,1,0.1
5993,13.004599,77.709378,EAST BANGALORE,Battarahalli,1,0.1
5994,13.010754,77.707837,EAST BANGALORE,Battarahalli,1,0.1
5995,13.006036,77.713204,EAST BANGALORE,Battarahalli,1,0.1
5996,13.006686,77.716103,EAST BANGALORE,Battarahalli,1,0.1
5997,13.006327,77.71047,EAST BANGALORE,Battarahalli,1,0.1
5998,13.007388,77.705495,,,0,0.0
5999,13.010144,77.703562,EAST BANGALORE,Battarahalli,1,0.1
6000,13.014002,77.705818,EAST BANGALORE,Battarahalli,1,0.1
6001,13.006657,77.707229,EAST BANGALORE,Battarahalli,1,0.1
6002,13.015008,77.709443,EAST BANGALORE,Battarahalli,1,0.1
6003,13.013503,77.716924,EAST BANGALORE,Battarahalli,1,0.1
6004,13.013726,77.703744,EAST BANGALORE,Battarahalli,1,0.1
6005,13.016957,77.716729,EAST BANGALORE,Battarahalli,1,0.1
6006,13.004894,77.716736,EAST BANGALORE,Battarahalli,1,0.1
6007,13.01657,77.711173,EAST BANGALORE,Battarahalli,1,0.1
6008,13.00687,77.71218,EAST BANGALORE,Battarahalli,1,0.1
6009,13.007079,77.710531,EAST BANGALORE,Battarahalli,1,0.1
6010,13.01341,77.70762,EAST BANGALORE,Battarahalli,1,0.1
6011,13.005137,77.713141,EAST BANGALORE,Battarahalli,1,0.1
6012,13.014594,77.703638,EAST BANGALORE,Battarahalli,1,0.1
6013,13.00891,77.704523,EAST BANGALORE,Battarahalli,1,0.1
6014,13.015436,77.706313,EAST BANGALORE,Battarahalli,1,0.1
6015,13.014467,77.716069,EAST BANGALORE,Battarahalli,1,0.1
6016,13.010801,77.707507,EAST BANGALORE,Battarahalli,1,0.1
6017,13.010125,77.707498,,,0,0.0
6018,13.008997,77.703992,EAST BANGALORE,Battarahalli,1,0.1
6019,13.012543,77.709787,EAST BANGALORE,Battarahalli,1,0.1
6020,13.010925,77.708941,,,0,0.0
6021,13.007375,77.710533,,,0,0.0
6022,13.014407,77.715882,EAST BANGALORE,Battarahalli,1,0.1
6023,13.008684,77.704256,EAST BANGALORE,Battarahalli,1,0.1
6024,13.004304,77.710003,EAST BANGALORE,Battarahalli,1,0.1
6025,13.008966,77.712428,EAST BANGALORE,Battarahalli,1,0.1
6026,13.008884,77.703603,EAST BANGALORE,Battarahalli,1,0.1
6027,13.00634,77.70851,EAST BANGALORE,Battarahalli,1,0.1
6028,13.008198,77.707709,EAST BANGALORE,Battarahalli,1,0.1
6029,13.010095,77.707727,,,0,0.0
6030,13.012151,77.713059,EAST BANGALORE,Battarahalli,1,0.1
6031,13.017743,77.717121,EAST BANGALORE,Battarahalli,1,0.1
6032,13.013853,77.704222,EAST BANGALORE,Battarahalli,1,0.1
6033,13.004437,77.709998,EAST BANGALORE,Battarahalli,1,0.1
6034,13.008639,77.70402,EAST BANGALORE,Battarahalli,1,0.1
6035,13.01945,77.675781,EAST BANGALORE,NRI Layout,1,0.1
6036,13.023994,77.678746,EAST BANGALORE,NRI Layout,1,0.1
6037,13.028605,77.685907,,,0,0.0
6038,13.029511,77.683826,EAST BANGALORE,NRI Layout,1,0.1
6039,13.025045,77.67816,,,0,0.0
6040,13.018948,77.675999,EAST BANGALORE,NRI Layout,1,0.1
6041,13.018375,77.675156,EAST BANGALORE,NRI Layout,1,0.1
6042,13.019501,77.675675,,,0,0.0
6043,13.020194,77.683273,EAST BANGALORE,NRI Layout,1,0.1
6044,13.017005,77.677039,EAST BANGALORE,NRI Layout,1,0.1
6045,13.022116,77.681028,EAST BANGALORE,NRI Layout,1,0.1
6046,13.020723,77.685866,EAST BANGALORE,NRI Layout,1,0.1
6047,13.026717,77.672991,EAST BANGALORE,NRI Layout,1,0.1
6048,13.029114,77.683385,,,0,0.0
6049,13.03026,77.678096,EAST BANGALORE,NRI Layout,1,0.1
6050,13.026876,77.683097,EAST BANGALORE,NRI Layout,1,0.1
6051,13.02127,77.677732,EAST BANGALORE,NRI Layout,1,0.1
6052,13.017598,77.681317,EAST BANGALORE,NRI Layout,1,0.1
6053,13.017032,77.676767,EAST BANGALORE,NRI Layout,1,0.1
6054,13.021977,77.684504,EAST BANGALORE,NRI Layout,1,0.1
6055,13.023427,77.677991,EAST BANGALORE,NRI Layout,1,0.1
6056,13.023214,77.677207,EAST BANGALORE,NRI Layout,1,0.1
6057,13.020854,77.677839,EAST BANGALORE,NRI Layout,1,0.1
6058,13.027387,77.68023,EAST BANGALORE,NRI Layout,1,0.1
6059,13.028158,77.682824,EAST BANGALORE,NRI Layout,1,0.1
6060,13.017452,77.68302,EAST BANGALORE,NRI Layout,1,0.1
6061,13.016855,77.681125,,,0,0.0
6062,13.022292,77.68502,EAST BANGALORE,NRI Layout,1,0.1
6063,13.023157,77.674397,EAST BANGALORE,NRI Layout,1,0.1
6064,13.022977,77.684854,EAST BANGALORE,NRI Layout,1,0.1
6065,13.018059,77.675644,EAST BANGALORE,NRI Layout,1,0.1
6066,13.021518,77.683373,EAST BANGALORE,NRI Layout,1,0.1
6067,13.019421,77.681217,EAST BANGALORE,NRI Layout,1,0.1
6068,13.024429,77.678501,EAST BANGALORE,NRI Layout,1,0.1
6069,13.023301,77.676083,EAST BANGALORE,NRI Layout,1,0.1
6070,13.018417,77.672171,EAST BANGALORE,NRI Layout,1,0.1
6071,13.029708,77.675496,EAST BANGALORE,NRI Layout,1,0.1
6072,13.022088,77.675534,EAST BANGALORE,NRI Layout,1,0.1
6073,13.024478,77.674631,EAST BANGALORE,NRI Layout,1,0.1
6074,13.020611,77.680648,EAST BANGALORE,NRI Layout,1,0.1
6075,13.019813,77.675381,EAST BANGALORE,NRI Layout,1,0.1
6076,13.029183,77.674074,EAST BANGALORE,NRI Layout,1,0.1
6077,13.01759,77.680097,EAST BANGALORE,NRI Layout,1,0.1
6078,13.030265,77.682646,EAST BANGALORE,NRI Layout,1,0.1
6079,13.024249,77.685057,EAST BANGALORE,NRI Layout,1,0.1
6080,13.023492,77.681306,EAST BANGALORE,NRI Layout,1,0.1
6081,13.029733,77.682446,EAST BANGALORE,NRI Layout,1,0.1
6082,13.02319,77.673588,EAST BANGALORE,NRI Layout,1,0.1
6083,13.027154,77.680767,EAST BANGALORE,NRI Layout,1,0.1
6084,13.025769,77.683309,EAST BANGALORE,NRI Layout,1,0.1
6085,13.017709,77.678265,EAST BANGALORE,NRI Layout,1,0.1
6086,13.017113,77.67231,EAST BANGALORE,NRI Layout,1,0.1
6087,13.028316,77.685265,,,0,0.0
6088,13.018134,77.684548,EAST BANGALORE,NRI Layout,1,0.1
6089,13.019468,77.680803,EAST BANGALORE,NRI Layout,1,0.1
6090,13.021387,77.685165,EAST BANGALORE,NRI Layout,1,0.1
6091,13.029298,77.678355,,,0,0.0
6092,13.025626,77.675427,EAST BANGALORE,NRI Layout,1,0.1
6093,13.018388,77.683893,EAST BANGALORE,NRI Layout,1,0.1
6094,13.026948,77.672528,EAST BANGALORE,NRI Layout,1,0.1
6095,13.026961,77.680172,EAST BANGALORE,NRI Layout,1,0.1
6096,13.017574,77.679492,EAST BANGALORE,NRI Layout,1,0.1
6097,13.024141,77.6785,EAST BANGALORE,NRI Layout,1,0.1
6098,13.021615,77.682924,EAST BANGALORE,NRI Layout,1,0.1
6099,13.017087,77.672883,EAST BANGALORE,NRI Layout,1,0.1
6100,13.018433,77.677603,EAST BANGALORE,NRI Layout,1,0.1
6101,13.019496,77.678243,EAST BANGALORE,NRI Layout,1,0.1
6102,13.03024,77.683906,EAST BANGALORE,NRI Layout,1,0.1
6103,13.027161,77.6834,EAST BANGALORE,NRI Layout,1,0.1
6104,13.018833,77.676101,EAST BANGALORE,NRI Layout,1,0.1
6105,13.016932,77.672865,,,0,0.0
6106,13.019498,77.682395,,,0,0.0
6107,13.024915,77.6754,EAST BANGALORE,NRI Layout,1,0.1
6108,13.025103,77.673003,EAST BANGALORE,NRI Layout,1,0.1
6109,13.026368,77.679226,EAST BANGALORE,NRI Layout,1,0.1
6110,13.024418,77.67278,EAST BANGALORE,NRI Layout,1,0.1
6111,13.028642,77.672885,EAST BANGALORE,NRI Layout,1,0.1
6112,13.02983,77.673141,EAST BANGALORE,NRI Layout,1,0.1
6113,13.021596,77.684937,EAST BANGALORE,NRI Layout,1,0.1
6114,13.019737,77.6803,EAST BANGALORE,NRI Layout,1,0.1
6115,13.020691,77.684894,EAST BANGALORE,NRI Layout,1,0.1
6116,13.016902,77.682784,EAST BANGALORE,NRI Layout,1,0.1
6117,13.018197,77.681224,EAST BANGALORE,NRI Layout,1,0.1
6118,13.029923,77.675277,EAST BANGALORE,NRI Layout,1,0.1
6119,13.030012,77.682179,EAST BANGALORE,NRI Layout,1,0.1
6120,13.019014,77.6788,EAST BANGALORE,NRI Layout,1,0.1
6121,13.028204,77.679824,EAST BANGALORE,NRI Layout,1,0.1
6122,13.029223,77.681718,EAST BANGALORE,NRI Layout,1,0.1
6123,13.023261,77.684864,EAST BANGALORE,NRI Layout,1,0.1
6124,13.020001,77.678467,EAST BANGALORE,NRI Layout,1,0.1
6125,13.029492,77.676362,EAST BANGALORE,NRI Layout,1,0.1
6126,13.019871,77.684585,EAST BANGALORE,NRI Layout,1,0.1
6127,13.016963,77.681231,EAST BANGALORE,NRI Layout,1,0.1
6128,13.023399,77.684583,EAST BANGALORE,NRI Layout,1,0.1
6129,13.021877,77.676925,EAST BANGALORE,NRI Layout,1,0.1
6130,13.028822,77.675708,EAST BANGALORE,NRI Layout,1,0.1
6131,13.026155,77.683271,,,0,0.0
6132,13.019207,77.677575,EAST BANGALORE,NRI Layout,1,0.1
6133,13.026229,77.701463,EAST BANGALORE,TC Palya,1,0.1
6134,13.020391,77.709314,EAST BANGALORE,TC Palya,1,0.1
6135,13.029135,77.702114,EAST BANGALORE,TC Palya,1,0.1
6136,13.016272,77.704958,EAST BANGALORE,TC Palya,1,0.1
6137,13.02573,77.711874,EAST BANGALORE,TC Palya,1,0.1
6138,13.018277,77.698716,EAST BANGALORE,TC Palya,1,0.1
6139,13.020989,77.708892,EAST BANGALORE,TC Palya,1,0.1
6140,13.025709,77.712884,EAST BANGALORE,TC Palya,1,0.1
6141,13.015827,77.7038,EAST BANGALORE,TC Palya,1,0.1
6142,13.016503,77.706298,EAST BANGALORE,TC Palya,1,0.1
6143,13.020571,77.709064,EAST BANGALORE,TC Palya,1,0.1
6144,13.015665,77.703331,,,0,0.0
6145,13.019433,77.708487,EAST BANGALORE,TC Palya,1,0.1
6146,13.029071,77.699449,EAST BANGALORE,TC Palya,1,0.1
6147,13.029053,77.700128,EAST BANGALORE,TC Palya,1,0.1
6148,13.026145,77.701192,EAST BANGALORE,TC Palya,1,0.1
