edge_id,source_node,destination_node,lat,lng,road_width_estimate,speed_limit,traffic_signal_density,intersection_density,commercial_density,nightlife_density,hospital_density,police_station_distance,cctv_density_estimate,lighting_score,crime_score,activity_score,event_frequency,infrastructure_score,connectivity_score,isolated_area_score,road_risk_score,travel_time_estimate,congestion_score,flood_risk,weather_exposure_score,poi_density,time_risk,adjacency_count,zone,source_area,destination_area,road_name,road_type,highway_type,zone_type,static_component,graph_component,static_distance_km,static_travel_time_min
EDGE_5173_21236,5173,21236,13.010908,77.645538,,50.0,0.2,0.45,0.533,0.224,0.005,0.647,0.637,0.723,0.276,0.438,0.123,0.647,0.485,0.341,0.395,3.76,0.628,0.121,0.678,0.413,0.361,1,EAST BANGALORE,Banaswadi,Banaswadi,Banaswadi Main Road,primary,primary,Residential Hub,0.18743419665752392,-3.4008602310411685e-06,0.7762358442307216,1.5524716884614431
EDGE_5174_21237,5174,21237,13.010019,77.655359,,30.0,0.3,0.38,0.537,0.234,0.374,0.184,0.403,0.455,0.329,0.339,0.187,0.446,0.509,0.498,0.494,4.6,0.56,0.185,0.373,0.365,0.455,6,EAST BANGALORE,Banaswadi,Banaswadi,6th Cross Road,residential,residential,Residential Hub,0.29105540384374823,-3.4008602310411685e-06,0.7762371997624203,1.5524743995248407
EDGE_5175_21238,5175,21238,13.009975,77.650637,,30.0,0.22,0.53,0.497,0.201,0.236,0.209,0.489,0.556,0.312,0.292,0.113,0.351,0.481,0.427,0.428,3.31,0.477,0.083,0.42,0.294,0.433,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd Main Road,residential,residential,Residential Hub,0.20794675720226496,-3.4008602310411685e-06,0.7762372668505542,1.5524745337011083
EDGE_5176_21239,5176,21239,13.010504,77.649054,,20.0,0.53,0.27,0.414,0.237,0.058,0.77,0.454,0.531,0.356,0.382,0.062,0.458,0.426,0.482,0.425,2.67,0.442,0.268,0.348,0.375,0.535,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,living_street,living_street,Residential Hub,0.290971778126094,-3.4008602310411685e-06,0.7762364602538495,1.552472920507699
EDGE_5177_21240,5177,21240,13.013691,77.657933,,30.0,0.4,0.54,0.439,0.232,0.173,0.736,0.416,0.558,0.452,0.325,0.097,0.432,0.488,0.414,0.498,2.94,0.481,0.162,0.343,0.338,0.558,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3308280854419282,-3.4008602310411685e-06,0.7762316001885946,1.5524632003771892
EDGE_5178_21241,5178,21241,13.017324,77.65533,,30.0,0.1,0.56,0.538,0.223,0.449,0.73,0.393,0.494,0.464,0.264,0.17,0.347,0.427,0.539,0.538,8.63,0.437,0.245,0.421,0.267,0.56,2,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.45795166613907584,-3.4008602310411685e-06,0.7762260586012664,1.5524521172025327
EDGE_5179_21242,5179,21242,13.014356,77.657242,,30.0,0.6,0.47,0.462,0.246,0.38,0.299,0.404,0.558,0.491,0.314,0.114,0.476,0.441,0.487,0.457,5.79,0.544,0.154,0.419,0.286,0.48,2,EAST BANGALORE,Banaswadi,Banaswadi,4th Cross Road Road,residential,residential,Residential Hub,0.29322886863200787,-3.4008602310411685e-06,0.7762305859430526,1.5524611718861052
EDGE_5180_21243,5180,21243,13.014225,77.656883,,30.0,0.16,0.49,0.498,0.245,0.054,0.317,0.476,0.453,0.483,0.26,0.151,0.414,0.392,0.528,0.508,10.15,0.521,0.227,0.368,0.243,0.525,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.41257603741348714,-3.4008602310411685e-06,0.7762307857457158,1.5524615714914316
EDGE_5181_21244,5181,21244,13.014786,77.651456,,30.0,0.3,0.67,0.528,0.198,0.009,0.748,0.477,0.57,0.451,0.334,0.139,0.379,0.577,0.437,0.505,4.2,0.502,0.284,0.407,0.312,0.539,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.40288749138028873,-3.4008602310411685e-06,0.7762299300887425,1.552459860177485
EDGE_5182_21245,5182,21245,13.008808,77.653588,,30.0,0.51,0.25,0.466,0.212,0.259,0.172,0.47,0.582,0.373,0.242,0.187,0.403,0.53,0.506,0.44,15.12,0.455,0.054,0.39,0.248,0.397,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.19341653730269986,-3.4008602310411685e-06,0.7762390461316934,1.5524780922633867
EDGE_5183_21246,5183,21246,13.017123,77.650838,,30.0,0.15,0.48,0.523,0.222,0.054,0.746,0.482,0.45,0.477,0.339,0.081,0.401,0.36,0.534,0.52,2.12,0.508,0.209,0.36,0.336,0.597,2,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.43243002005550735,-3.4008602310411685e-06,0.7762263652347334,1.5524527304694669
EDGE_5184_21247,5184,21247,13.01529,77.648473,,30.0,0.15,0.39,0.445,0.214,0.181,0.461,0.422,0.454,0.308,0.336,0.069,0.423,0.533,0.432,0.415,3.66,0.445,0.136,0.415,0.327,0.48,8,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.23870083534304803,-3.4008602310411685e-06,0.7762291613401219,1.5524583226802438
EDGE_5185_21248,5185,21248,13.016083,77.644916,,30.0,0.37,0.28,0.525,0.213,0.041,0.6,0.488,0.566,0.423,0.274,0.148,0.433,0.511,0.428,0.447,3.28,0.5,0.152,0.357,0.278,0.53,6,EAST BANGALORE,Banaswadi,Banaswadi,8th Main Road (East),residential,residential,Residential Hub,0.28108740938838533,-3.4008602310411685e-06,0.7762279517236874,1.5524559034473748
EDGE_5186_21249,5186,21249,13.018935,77.645454,,30.0,0.26,0.38,0.443,0.215,0.104,0.366,0.501,0.53,0.358,0.293,0.132,0.352,0.507,0.417,0.445,11.9,0.554,0.105,0.404,0.326,0.397,6,EAST BANGALORE,Banaswadi,Banaswadi,8th A Main Road,residential,residential,Residential Hub,0.2547216914514955,-3.4008602310411685e-06,0.7762236007934558,1.5524472015869115
EDGE_5187_21250,5187,21250,13.015127,77.651489,,30.0,0.18,0.58,0.469,0.201,0.184,0.62,0.444,0.481,0.355,0.335,0.163,0.397,0.558,0.467,0.474,2.68,0.478,0.122,0.408,0.32,0.495,8,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3186885639884281,-3.4008602310411685e-06,0.7762294099663001,1.5524588199326002
EDGE_5188_21251,5188,21251,13.016538,77.650755,,30.0,0.25,0.35,0.466,0.199,0.278,0.122,0.479,0.485,0.44,0.348,0.135,0.354,0.43,0.526,0.469,0.77,0.487,0.052,0.318,0.35,0.391,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2684159543309012,-3.4008602310411685e-06,0.7762272576496746,1.5524545152993492
EDGE_5189_21252,5189,21252,13.014197,77.649955,,30.0,0.17,0.49,0.542,0.209,0.259,0.399,0.5,0.537,0.474,0.357,0.197,0.351,0.42,0.408,0.489,1.18,0.538,0.239,0.405,0.355,0.48,5,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3862297985450047,-3.4008602310411685e-06,0.7762308284513791,1.5524616569027583
EDGE_5190_21253,5190,21253,13.007379,77.647832,,20.0,0.12,0.24,0.466,0.183,0.038,0.693,0.463,0.551,0.292,0.265,0.085,0.268,0.419,0.404,0.388,4.19,0.472,0.202,0.305,0.279,0.45,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,living_street,living_street,Residential Hub,0.2617794546554988,-3.4008602310411685e-06,0.7762412246666668,1.5524824493333336
EDGE_5191_21254,5191,21254,13.018852,77.648467,,30.0,0.2,0.65,0.536,0.226,0.421,0.448,0.415,0.536,0.364,0.347,0.143,0.385,0.5,0.391,0.47,12.74,0.552,0.232,0.394,0.366,0.483,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd A Cross Road,residential,residential,Residential Hub,0.3219862856598582,-3.4008602310411685e-06,0.7762237274287684,1.5524474548575369
EDGE_5192_21255,5192,21255,13.017373,77.654141,,30.0,0.38,0.2,0.505,0.202,0.146,0.836,0.425,0.582,0.442,0.306,0.128,0.398,0.459,0.414,0.427,4.46,0.524,0.118,0.39,0.323,0.554,6,EAST BANGALORE,Banaswadi,Banaswadi,10th B Main Road,residential,residential,Residential Hub,0.2923782976627269,-3.4008602310411685e-06,0.7762259838491383,1.5524519676982766
EDGE_5193_21256,5193,21256,13.007814,77.656111,,30.0,0.35,0.2,0.531,0.196,0.076,0.626,0.524,0.539,0.486,0.332,0.072,0.362,0.454,0.412,0.485,3.27,0.494,0.087,0.387,0.308,0.509,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd A Cross Road,residential,residential,Residential Hub,0.2945154358176737,-3.4008602310411685e-06,0.7762405615259308,1.5524811230518616
EDGE_5194_21257,5194,21257,13.013103,77.652507,,30.0,0.33,0.35,0.501,0.248,0.202,0.451,0.465,0.494,0.433,0.251,0.071,0.388,0.508,0.499,0.514,4.26,0.499,0.097,0.429,0.248,0.524,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.30436660221449713,-3.4008602310411685e-06,0.7762324969539227,1.5524649939078454
EDGE_5195_21258,5195,21258,13.015499,77.648542,,30.0,0.55,0.27,0.489,0.231,0.017,0.104,0.476,0.542,0.436,0.365,0.061,0.474,0.386,0.456,0.481,3.68,0.546,0.199,0.376,0.392,0.375,2,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2633337484360544,-3.4008602310411685e-06,0.7762288425451471,1.5524576850902942
EDGE_5196_21259,5196,21259,13.016022,77.652948,,30.0,0.12,0.46,0.514,0.252,0.112,0.607,0.509,0.496,0.303,0.303,0.117,0.34,0.534,0.459,0.411,7.67,0.512,0.252,0.34,0.294,0.44,8,EAST BANGALORE,Banaswadi,Banaswadi,Ramaiah Layout Road,residential,residential,Residential Hub,0.3033953627076464,-3.4008602310411685e-06,0.7762280447736057,1.5524560895472115
EDGE_5197_21260,5197,21260,13.020396,77.645844,,30.0,0.49,0.7,0.47,0.258,0.433,0.891,0.412,0.51,0.473,0.279,0.181,0.402,0.517,0.508,0.533,17.7,0.58,0.076,0.384,0.311,0.558,6,EAST BANGALORE,Banaswadi,Banaswadi,8th B Main Road,residential,residential,Residential Hub,0.3872961569077227,-3.4008602310411685e-06,0.7762213715805,1.552442743161
EDGE_5198_21261,5198,21261,13.017246,77.653679,,30.0,0.6,0.22,0.545,0.231,0.253,0.7,0.492,0.484,0.405,0.248,0.181,0.466,0.551,0.434,0.429,4.92,0.497,0.095,0.386,0.24,0.536,6,EAST BANGALORE,Banaswadi,Banaswadi,10th B Main Road,residential,residential,Residential Hub,0.2473553616555574,-3.4008602310411685e-06,0.7762261775938952,1.5524523551877905
EDGE_5199_21262,5199,21262,13.010688,77.653965,,30.0,0.31,0.47,0.543,0.245,0.424,0.254,0.468,0.525,0.451,0.362,0.071,0.442,0.478,0.429,0.433,4.24,0.559,0.266,0.338,0.362,0.477,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2918911754762401,-3.4008602310411685e-06,0.7762361796911273,1.5524723593822547
EDGE_5200_21263,5200,21263,13.019006,77.656177,,30.0,0.54,0.46,0.521,0.237,0.4,0.245,0.575,0.694,0.359,0.461,0.106,0.584,0.537,0.393,0.432,3.04,0.587,0.182,0.444,0.458,0.341,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,tertiary,tertiary,Residential Hub,0.16528422293075645,-3.4008602310411685e-06,0.7762234924662508,1.5524469849325016
EDGE_5201_21264,5201,21264,13.008999,77.647948,,30.0,0.15,0.25,0.545,0.238,0.235,0.106,0.422,0.441,0.35,0.277,0.129,0.366,0.488,0.388,0.402,2.3,0.412,0.289,0.348,0.273,0.411,8,EAST BANGALORE,Banaswadi,Banaswadi,2nd E Cross Road,residential,residential,Residential Hub,0.2669007067928622,-3.4008602310411685e-06,0.7762387549315948,1.5524775098631896
EDGE_5202_21265,5202,21265,13.019094,77.655555,,40.0,0.32,0.57,0.518,0.259,0.334,0.738,0.534,0.655,0.346,0.434,0.063,0.598,0.593,0.398,0.423,3.27,0.597,0.29,0.535,0.47,0.426,4,EAST BANGALORE,Banaswadi,Banaswadi,Horamavu Main Road,secondary,secondary,Logistics Zone,0.2635480647792426,-3.4008602310411685e-06,0.7762233582007626,1.5524467164015252
EDGE_5203_21266,5203,21266,13.013058,77.656026,,30.0,0.4,0.64,0.517,0.237,0.067,0.137,0.418,0.541,0.466,0.309,0.071,0.469,0.528,0.464,0.493,4.11,0.499,0.241,0.382,0.283,0.411,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3176212383151888,-3.4008602310411685e-06,0.7762325655823272,1.5524651311646545
EDGE_5204_21267,5204,21267,13.019484,77.649014,,30.0,0.25,0.46,0.533,0.198,0.398,0.28,0.441,0.542,0.416,0.314,0.192,0.417,0.546,0.366,0.417,3.39,0.525,0.102,0.401,0.319,0.433,8,EAST BANGALORE,Banaswadi,Banaswadi,9th E Main Road,residential,residential,Residential Hub,0.24220815690264447,-3.4008602310411685e-06,0.7762227631500926,1.5524455263001853
EDGE_5205_21268,5205,21268,13.013344,77.647126,,30.0,0.5,0.55,0.464,0.254,0.026,0.336,0.395,0.572,0.482,0.365,0.149,0.444,0.572,0.49,0.493,3.34,0.503,0.12,0.365,0.375,0.501,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3082300747249677,-3.4008602310411685e-06,0.77623212940683,1.55246425881366
EDGE_5206_21269,5206,21269,13.009566,77.650393,,30.0,0.14,0.31,0.449,0.219,0.103,0.814,0.442,0.556,0.402,0.33,0.176,0.317,0.495,0.414,0.473,1.97,0.495,0.206,0.417,0.358,0.574,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd Main Road,residential,residential,Residential Hub,0.37056339555088974,-3.4008602310411685e-06,0.7762378904548783,1.5524757809097567
EDGE_5207_21270,5207,21270,13.009173,77.648767,,30.0,0.23,0.69,0.525,0.244,0.125,0.899,0.454,0.535,0.35,0.255,0.081,0.37,0.526,0.418,0.446,2.36,0.519,0.129,0.396,0.262,0.552,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3099712710016063,-3.4008602310411685e-06,0.776238489646273,1.552476979292546
EDGE_5208_21271,5208,21271,13.018906,77.658778,,30.0,0.58,0.52,0.488,0.258,0.361,0.615,0.505,0.509,0.47,0.39,0.144,0.437,0.535,0.494,0.478,2.79,0.502,0.126,0.349,0.433,0.527,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3057480341406457,-3.4008602310411685e-06,0.7762236450396165,1.552447290079233
EDGE_5209_21272,5209,21272,13.017677,77.654613,,30.0,0.44,0.48,0.493,0.25,0.027,0.314,0.394,0.534,0.366,0.356,0.078,0.42,0.566,0.395,0.41,3.88,0.492,0.248,0.344,0.388,0.369,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd Cross Road,residential,residential,Residential Hub,0.24850489673972195,-3.4008602310411685e-06,0.776225520074824,1.552451040149648
EDGE_5210_21273,5210,21273,13.007653,77.646399,,30.0,0.31,0.25,0.526,0.212,0.376,0.665,0.381,0.532,0.412,0.279,0.112,0.465,0.525,0.403,0.474,2.38,0.483,0.144,0.422,0.269,0.483,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2834009851937337,-3.4008602310411685e-06,0.7762408069666966,1.5524816139333932
EDGE_5211_21274,5211,21274,13.009452,77.651699,,30.0,0.54,0.46,0.466,0.218,0.455,0.778,0.448,0.504,0.36,0.334,0.107,0.415,0.604,0.39,0.483,23.95,0.565,0.109,0.414,0.363,0.55,8,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.25961028865609953,-3.4008602310411685e-06,0.7762380642679036,1.5524761285358073
EDGE_5212_21275,5212,21275,13.01001,77.659104,,30.0,0.26,0.44,0.447,0.235,0.151,0.15,0.47,0.459,0.46,0.314,0.086,0.398,0.467,0.457,0.463,2.94,0.482,0.159,0.35,0.349,0.447,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2969793235246465,-3.4008602310411685e-06,0.7762372134850107,1.5524744269700215
EDGE_5213_21276,5213,21276,13.0137,77.656236,,30.0,0.4,0.44,0.549,0.228,0.089,0.598,0.454,0.495,0.394,0.283,0.171,0.486,0.551,0.446,0.469,1.08,0.476,0.2,0.407,0.267,0.487,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.31647358749498133,-3.4008602310411685e-06,0.7762315864622938,1.5524631729245877
EDGE_5214_21277,5214,21277,13.019212,77.648434,,30.0,0.42,0.47,0.519,0.219,0.266,0.39,0.495,0.522,0.328,0.337,0.183,0.445,0.619,0.442,0.43,11.98,0.49,0.227,0.417,0.346,0.405,8,EAST BANGALORE,Banaswadi,Banaswadi,3rd B Cross Road,residential,residential,Residential Hub,0.2546656852761233,-3.4008602310411685e-06,0.7762231781615879,1.5524463563231758
EDGE_5215_21278,5215,21278,13.012236,77.647127,,30.0,0.25,0.66,0.513,0.235,0.036,0.346,0.411,0.508,0.375,0.338,0.104,0.365,0.48,0.431,0.453,4.1,0.462,0.259,0.323,0.32,0.397,6,EAST BANGALORE,Banaswadi,Banaswadi,9th A Main Road,residential,residential,Residential Hub,0.32599277663259835,-3.4008602310411685e-06,0.7762338191546087,1.5524676383092173
EDGE_5216_21279,5216,21279,13.013749,77.647396,,30.0,0.33,0.64,0.475,0.253,0.474,0.324,0.461,0.495,0.48,0.324,0.1,0.459,0.466,0.506,0.45,3.58,0.467,0.176,0.374,0.336,0.513,2,EAST BANGALORE,Banaswadi,Banaswadi,2nd Cross,residential,residential,Residential Hub,0.3138335817100437,-3.4008602310411685e-06,0.7762315117300526,1.5524630234601051
EDGE_5217_21280,5217,21280,13.010983,77.645837,,50.0,0.36,0.46,0.591,0.226,0.387,0.813,0.647,0.771,0.227,0.462,0.101,0.669,0.649,0.277,0.369,5.38,0.703,0.246,0.655,0.417,0.394,4,EAST BANGALORE,Banaswadi,Banaswadi,Banaswadi Main Road,primary,primary,IT Corridor,0.14566487424633098,-3.4008602310411685e-06,0.7762357298679806,1.5524714597359612
EDGE_5218_21281,5218,21281,13.013702,77.646644,,30.0,0.35,0.36,0.542,0.235,0.065,0.101,0.542,0.684,0.34,0.412,0.097,0.45,0.58,0.36,0.381,1.9,0.526,0.208,0.413,0.435,0.373,6,EAST BANGALORE,Banaswadi,Banaswadi,9th Main Road,tertiary,tertiary,Residential Hub,0.1558544139001856,-3.4008602310411685e-06,0.7762315834120035,1.552463166824007
EDGE_5219_21282,5219,21282,13.019165,77.650313,,30.0,0.18,0.2,0.457,0.237,0.251,0.441,0.46,0.481,0.307,0.262,0.149,0.377,0.451,0.505,0.454,3.4,0.408,0.227,0.414,0.257,0.461,6,EAST BANGALORE,Banaswadi,Banaswadi,3rd A Cross Road,residential,residential,Residential Hub,0.2981626305056066,-3.4008602310411685e-06,0.7762232498722935,1.552446499744587
EDGE_5220_21283,5220,21283,13.015865,77.655826,,30.0,0.53,0.69,0.473,0.231,0.495,0.391,0.499,0.593,0.436,0.37,0.109,0.415,0.425,0.536,0.465,3.02,0.612,0.134,0.336,0.378,0.506,2,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2878976779804741,-3.4008602310411685e-06,0.7762282842608234,1.5524565685216467
EDGE_5221_21284,5221,21284,13.007491,77.646482,,30.0,0.16,0.27,0.523,0.252,0.494,0.843,0.426,0.452,0.329,0.317,0.101,0.419,0.497,0.478,0.461,3.18,0.487,0.198,0.363,0.281,0.507,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.31524825560693365,-3.4008602310411685e-06,0.7762410539290089,1.5524821078580178
EDGE_5222_21285,5222,21285,13.01398,77.651456,,30.0,0.42,0.52,0.464,0.241,0.177,0.579,0.419,0.598,0.345,0.354,0.13,0.397,0.538,0.414,0.458,6.22,0.522,0.285,0.337,0.371,0.421,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.302182306882021,-3.4008602310411685e-06,0.7762311594172936,1.5524623188345872
EDGE_5223_21286,5223,21286,13.00732,77.646964,,30.0,0.4,0.24,0.473,0.218,0.432,0.474,0.412,0.598,0.401,0.347,0.16,0.468,0.457,0.439,0.406,7.02,0.517,0.289,0.393,0.347,0.436,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2855078415317721,-3.4008602310411685e-06,0.776241314608261,1.552482629216522
EDGE_5224_21287,5224,21287,13.014331,77.646777,,30.0,0.57,0.55,0.585,0.275,0.023,0.544,0.583,0.618,0.221,0.473,0.134,0.501,0.627,0.4,0.411,1.53,0.699,0.22,0.443,0.487,0.368,6,EAST BANGALORE,Banaswadi,Banaswadi,9th Main Road,tertiary,tertiary,Commercial Hub,0.19547821886089758,-3.4008602310411685e-06,0.7762306240734803,1.5524612481469606
EDGE_5225_21288,5225,21288,13.008193,77.644653,,30.0,0.3,0.64,0.513,0.249,0.097,0.582,0.496,0.56,0.47,0.302,0.156,0.458,0.433,0.522,0.457,2.0,0.47,0.161,0.369,0.289,0.579,4,EAST BANGALORE,Banaswadi,Banaswadi,7th Cross Road,residential,residential,Residential Hub,0.3518910459601714,-3.4008602310411685e-06,0.7762399837377602,1.5524799674755203
EDGE_5226_21289,5226,21289,13.009583,77.649698,,30.0,0.25,0.52,0.453,0.215,0.48,0.516,0.403,0.56,0.328,0.346,0.15,0.337,0.505,0.476,0.443,11.23,0.465,0.287,0.333,0.317,0.488,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3152419702109406,-3.4008602310411685e-06,0.7762378645352673,1.5524757290705347
EDGE_5227_21290,5227,21290,13.020323,77.650089,,30.0,0.47,0.43,0.513,0.192,0.239,0.201,0.452,0.592,0.43,0.351,0.092,0.486,0.525,0.434,0.418,3.74,0.577,0.295,0.296,0.346,0.397,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2557327640453195,-3.4008602310411685e-06,0.7762214829705306,1.5524429659410612
EDGE_5228_21291,5228,21291,13.010016,77.64812,,30.0,0.18,0.5,0.564,0.274,0.417,0.286,0.546,0.685,0.396,0.468,0.187,0.426,0.585,0.312,0.452,8.14,0.617,0.211,0.51,0.518,0.369,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,tertiary,tertiary,Residential Hub,0.26172707089385483,-3.4008602310411685e-06,0.776237204336618,1.552474408673236
EDGE_5229_21292,5229,21292,13.014265,77.656607,,30.0,0.27,0.39,0.477,0.193,0.271,0.696,0.398,0.518,0.483,0.297,0.082,0.441,0.4,0.437,0.472,10.74,0.56,0.219,0.32,0.278,0.545,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.36401289208440807,-3.4008602310411685e-06,0.7762307247374728,1.5524614494749456
EDGE_5230_21293,5230,21293,13.0106,77.648799,,30.0,0.11,0.53,0.445,0.255,0.275,0.643,0.483,0.445,0.383,0.276,0.146,0.404,0.508,0.365,0.477,7.86,0.459,0.249,0.308,0.288,0.507,8,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.34891324516694866,-3.4008602310411685e-06,0.7762363138737719,1.5524726277475438
EDGE_5231_21294,5231,21294,13.01705,77.650995,,30.0,0.1,0.39,0.551,0.203,0.074,0.307,0.444,0.552,0.321,0.276,0.189,0.379,0.395,0.462,0.392,3.04,0.535,0.196,0.3,0.246,0.381,4,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.27650518240203825,-3.4008602310411685e-06,0.776226476598007,1.552452953196014
EDGE_5232_21295,5232,21295,13.016969,77.656035,,30.0,0.58,0.38,0.518,0.217,0.023,0.176,0.496,0.57,0.491,0.308,0.104,0.408,0.42,0.449,0.492,4.11,0.512,0.287,0.361,0.324,0.421,2,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.32670066320886637,-3.4008602310411685e-06,0.7762266001647764,1.5524532003295528
EDGE_5233_21296,5233,21296,13.019033,77.658123,,30.0,0.47,0.58,0.447,0.255,0.316,0.444,0.474,0.545,0.41,0.266,0.087,0.449,0.578,0.447,0.43,13.17,0.569,0.264,0.328,0.249,0.43,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2842940715733307,-3.4008602310411685e-06,0.77622345127125,1.5524469025425
EDGE_5234_21297,5234,21297,13.016451,77.644755,,30.0,0.26,0.47,0.479,0.197,0.226,0.273,0.431,0.511,0.417,0.353,0.168,0.405,0.472,0.482,0.455,16.97,0.557,0.232,0.376,0.349,0.488,4,EAST BANGALORE,Banaswadi,Banaswadi,8th Main Road (West),residential,residential,Residential Hub,0.33576826635637064,-3.4008602310411685e-06,0.7762273903645202,1.5524547807290403
EDGE_5235_21298,5235,21298,13.013007,77.646993,,30.0,0.33,0.29,0.445,0.192,0.114,0.685,0.477,0.538,0.419,0.369,0.111,0.419,0.566,0.422,0.476,3.46,0.445,0.254,0.387,0.357,0.498,8,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3233654697690468,-3.4008602310411685e-06,0.7762326433609116,1.5524652867218232
EDGE_5236_21299,5236,21299,13.011206,77.649176,,30.0,0.42,0.32,0.5,0.198,0.426,0.47,0.469,0.482,0.342,0.276,0.129,0.44,0.481,0.462,0.426,1.35,0.461,0.057,0.3,0.25,0.491,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.19735827927986616,-3.4008602310411685e-06,0.7762353898257095,1.552470779651419
EDGE_5237_21300,5237,21300,13.011058,77.649231,,30.0,0.13,0.27,0.519,0.258,0.195,0.712,0.435,0.541,0.409,0.317,0.052,0.425,0.425,0.41,0.458,2.7,0.476,0.103,0.312,0.305,0.555,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.2767935313240121,-3.4008602310411685e-06,0.7762356155046097,1.5524712310092195
EDGE_5238_21301,5238,21301,13.017421,77.652969,,30.0,0.47,0.56,0.442,0.257,0.19,0.5,0.43,0.493,0.453,0.361,0.056,0.492,0.627,0.41,0.482,7.72,0.59,0.213,0.339,0.348,0.468,8,EAST BANGALORE,Banaswadi,Banaswadi,10th A Main Road,residential,residential,Residential Hub,0.30465356308902636,-3.4008602310411685e-06,0.776225910622303,1.552451821244606
EDGE_5239_21302,5239,21302,13.013851,77.651923,,30.0,0.24,0.56,0.545,0.217,0.364,0.515,0.48,0.537,0.381,0.261,0.107,0.394,0.509,0.514,0.451,2.99,0.447,0.296,0.426,0.262,0.454,6,EAST BANGALORE,Banaswadi,Banaswadi,UNKNOWN,residential,residential,Residential Hub,0.3366393776054096,-3.4008602310411685e-06,0.7762313561641165,1.552462712328233
